tour,round,date,bet_on,opponent,model_prob,market_prob,ev_per_unit,edge_pp,decimal_odds,real_decimal_odds,won,player_hard_matches,opponent_hard_matches,min_hard_matches,event,filtered
ATP,1st Round,2026-08-31,Borges N.,Tien L.,0.38791931927980583,0.35835351089588374,0.08250458690918805,2.9565808383922088,2.790540540540541,2.7,False,103,70,70,US Open,False
ATP,1st Round,2026-08-31,Dzumhur D.,Hurkacz H.,0.28501344121810135,0.12013348164627363,1.3724729968062328,16.487995957182772,8.324074074074074,9.0,False,34,150,34,US Open,True
ATP,1st Round,2026-08-31,Svrcina D.,Royer V.,0.5403264659587917,0.4842105263157894,0.11589161448011343,5.611593964300232,2.065217391304348,2.0,True,18,31,18,US Open,False
ATP,1st Round,2026-08-31,Wendelken H.,Darderi L.,0.3263951204812797,0.2698744769874477,0.20943308209342404,5.652064349383201,3.705426356589147,3.6,False,0,47,0,US Open,False
ATP,1st Round,2026-08-31,Landaluce M.,Fearnley J.,0.6027044904022087,0.5277044854881265,0.14212500931218575,7.500000491408221,1.8950000000000005,1.83,False,16,23,16,US Open,False
ATP,1st Round,2026-08-31,Djokovic N.,Navone M.,0.8577030345963469,0.8244274809160306,0.04036201418630969,3.3275553680316317,1.2129629629629628,1.17,False,129,39,39,US Open,False
ATP,1st Round,2026-08-31,Bublik A.,Wolf J.J.,0.8015437244723822,0.6736596736596736,0.1898348020714602,12.78840508127086,1.4844290657439447,1.42,True,142,69,69,US Open,True
ATP,1st Round,2026-08-31,Virtanen O.,Rublev A.,0.26973631294865863,0.1811023622047244,0.48941355410781084,8.863395074393424,5.521739130434783,5.5,False,11,216,11,US Open,False
ATP,1st Round,2026-08-31,Tsitsipas S.,Fils A.,0.21365150220792406,0.19435215946843856,0.09930089170230993,1.9299342739485499,5.145299145299145,5.0,True,165,94,94,US Open,False
ATP,1st Round,2026-08-31,Tirante T.A.,Mannarino A.,0.720076844449381,0.6921348314606741,0.04037076551939789,2.794201298870691,1.444805194805195,1.4,False,19,160,19,US Open,False
ATP,1st Round,2026-08-31,Vacherot V.,Kovacevic A.,0.6043870405731847,0.5264550264550264,0.14803166500836107,7.793201411815831,1.8994974874371862,1.83,True,28,86,28,US Open,False
ATP,1st Round,2026-08-31,Gorzny S.,Collignon R.,0.4485172480937516,0.16165951359084407,1.774456251482587,28.685773450290753,6.185840707964601,6.5,True,1,21,1,US Open,False
ATP,1st Round,2026-08-31,Mpetshi Perricard G.,Rodionov J.,0.534761302222724,0.4761904761904762,0.12299873466772038,5.857082603224778,2.1,2.0,False,1,10,1,US Open,False
ATP,1st Round,2026-08-31,Alcaraz C.,Safiullin R.,0.9254220232325366,0.7965517241379312,0.16178522397158268,12.887029909460546,1.255411255411255,1.2,True,169,80,80,US Open,True
