match_key,source,tour,tournament,year,round_label,round_num,date,player_a,player_b,favorite,favorite_prob,winner,favorite_won,logged_at,market_prob_a,status_detail,ended_by_retirement
ATP|National Bank Open presented by Rogers|2026|R5|Mensik J.::Shelton B.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Quarterfinal,5,2026-08-11 00:00:00+00:00,Shelton B.,Mensik J.,Shelton B.,0.5419,Shelton B.,True,2026-08-29 22:59:01.985505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R6|Jodar R.::Nakashima B.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Semifinal,6,2026-08-12 00:00:00+00:00,Nakashima B.,Jodar R.,Jodar R.,0.5031,Nakashima B.,False,2026-08-29 22:59:01.987505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R6|Shelton B.::Tien L.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Semifinal,6,2026-08-13 00:00:00+00:00,Tien L.,Shelton B.,Shelton B.,0.59,Shelton B.,True,2026-08-29 22:59:01.988505+00:00,,,
ATP|National Bank Open presented by Rogers|2026|R7|Nakashima B.::Shelton B.,kaggle_concluded,ATP,National Bank Open presented by Rogers,2026,Final,7,2026-08-14 00:00:00+00:00,Shelton B.,Nakashima B.,Shelton B.,0.6303,Shelton B.,True,2026-08-29 22:59:01.989505+00:00,,,
WTA|Cincinnati Open|2026|R1|Arango E.::Williams V.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 17:40:00+00:00,Arango E.,Williams V.,Arango E.,0.661,Arango E.,True,2026-08-19 17:00:41.539559+00:00,,,
WTA|Cincinnati Open|2026|R1|Bartunkova N.::Charaeva A.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 15:10:00+00:00,Bartunkova N.,Charaeva A.,Bartunkova N.,0.588,Bartunkova N.,True,2026-08-19 17:00:41.533604+00:00,,,
WTA|Cincinnati Open|2026|R1|Bejlek S.::Pliskova Ka.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 15:05:00+00:00,Bejlek S.,Pliskova Ka.,Bejlek S.,0.5087,Bejlek S.,True,2026-08-19 17:00:41.532548+00:00,,,
WTA|Cincinnati Open|2026|R1|Boulter K.::Volynets K.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-13 23:10:00+00:00,Boulter K.,Volynets K.,Boulter K.,0.6756,Boulter K.,True,2026-08-19 17:00:41.530546+00:00,,,
WTA|Cincinnati Open|2026|R1|Bondar A.::Bouzas Maneiro J.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 15:10:00+00:00,Bouzas Maneiro J.,Bondar A.,Bouzas Maneiro J.,0.5826,Bouzas Maneiro J.,True,2026-08-19 17:00:41.534558+00:00,,,
WTA|Cincinnati Open|2026|R1|Bucsa C.::Udvardy P.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-13 20:45:00+00:00,Bucsa C.,Udvardy P.,Bucsa C.,0.6136,Bucsa C.,True,2026-08-19 17:00:41.530546+00:00,,,
WTA|Cincinnati Open|2026|R1|Cocciaretto E.::Stefanini L.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 15:10:00+00:00,Cocciaretto E.,Stefanini L.,Cocciaretto E.,0.691,Stefanini L.,False,2026-08-19 17:00:41.535558+00:00,,,
WTA|Cincinnati Open|2026|R1|Joint M.::Korpatsch T.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 17:05:00+00:00,Joint M.,Korpatsch T.,Joint M.,0.5171,Korpatsch T.,False,2026-08-19 17:00:41.538559+00:00,,,
WTA|Cincinnati Open|2026|R1|Kalieva E.::Oliynykova O.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 19:05:00+00:00,Kalieva E.,Oliynykova O.,Oliynykova O.,0.5952,Oliynykova O.,True,2026-08-19 17:00:41.542558+00:00,,,
WTA|Cincinnati Open|2026|R1|Kasatkina D.::Sonmez Z.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-13 15:05:00+00:00,Kasatkina D.,Sonmez Z.,Kasatkina D.,0.5104,Sonmez Z.,False,2026-08-19 17:00:41.522547+00:00,,,
WTA|Cincinnati Open|2026|R1|Kenin S.::Lys E.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-15 00:50:00+00:00,Kenin S.,Lys E.,Lys E.,0.6761,Kenin S.,False,2026-08-19 17:00:41.547559+00:00,,,
WTA|Cincinnati Open|2026|R1|Boisson L.::Krueger A.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-13 17:30:00+00:00,Krueger A.,Boisson L.,Krueger A.,0.6355,Boisson L.,False,2026-08-19 17:00:41.525547+00:00,,,
WTA|Cincinnati Open|2026|R1|Maria T.::Yastremska D.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-13 19:30:00+00:00,Maria T.,Yastremska D.,Yastremska D.,0.7022,Maria T.,False,2026-08-19 17:00:41.529548+00:00,,,
WTA|Cincinnati Open|2026|R1|Kessler M.::McNally C.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 03:20:00+00:00,McNally C.,Kessler M.,Kessler M.,0.5705,McNally C.,False,2026-08-19 17:00:41.531546+00:00,,,
WTA|Cincinnati Open|2026|R1|Golubic V.::Parks A.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 19:05:00+00:00,Parks A.,Golubic V.,Parks A.,0.5015,Golubic V.,False,2026-08-19 17:00:41.541557+00:00,,,
WTA|Cincinnati Open|2026|R1|Dolehide C.::Parry D.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-13 19:10:00+00:00,Parry D.,Dolehide C.,Parry D.,0.6641,Parry D.,True,2026-08-19 17:00:41.528548+00:00,,,
WTA|Cincinnati Open|2026|R1|Putintseva Y.::Samsonova L.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 20:50:00+00:00,Putintseva Y.,Samsonova L.,Samsonova L.,0.5062,Samsonova L.,True,2026-08-19 17:00:41.544558+00:00,,,
WTA|Cincinnati Open|2026|R1|Birrell K.::Rakhimova K.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-13 15:05:00+00:00,Rakhimova K.,Birrell K.,Birrell K.,0.6575,Rakhimova K.,False,2026-08-19 17:00:41.523547+00:00,,,
WTA|Cincinnati Open|2026|R1|Linette M.::Ruse E.G.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-13 17:55:00+00:00,Ruse E.G.,Linette M.,Linette M.,0.6127,Ruse E.G.,False,2026-08-19 17:00:41.527546+00:00,,,
WTA|Cincinnati Open|2026|R1|Frech M.::Ruzic A.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-13 17:40:00+00:00,Ruzic A.,Frech M.,Frech M.,0.5246,Frech M.,True,2026-08-19 17:00:41.526547+00:00,,,
WTA|Cincinnati Open|2026|R1|Blinkova A.::Sawangkaew M.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 16:35:00+00:00,Sawangkaew M.,Blinkova A.,Sawangkaew M.,0.5461,Blinkova A.,False,2026-08-19 17:00:41.536557+00:00,,,
WTA|Cincinnati Open|2026|R1|Snigur D.::Starodubtseva Y.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 15:10:00+00:00,Snigur D.,Starodubtseva Y.,Snigur D.,0.6664,Snigur D.,True,2026-08-19 17:00:41.535558+00:00,,,
WTA|Cincinnati Open|2026|R1|Dart H.::Stearns P.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 17:05:00+00:00,Stearns P.,Dart H.,Stearns P.,0.6824,Stearns P.,True,2026-08-19 17:00:41.537558+00:00,,,
WTA|Cincinnati Open|2026|R1|Kraus S.::Stephens S.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 23:05:00+00:00,Stephens S.,Kraus S.,Kraus S.,0.6461,Stephens S.,False,2026-08-19 17:00:41.546557+00:00,,,
WTA|Cincinnati Open|2026|R1|Stoiana M.::Valentova T.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 21:15:00+00:00,Stoiana M.,Valentova T.,Valentova T.,0.684,Valentova T.,True,2026-08-19 17:00:41.545558+00:00,,,
WTA|Cincinnati Open|2026|R1|Gibson T.::Tagger L.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 17:45:00+00:00,Tagger L.,Gibson T.,Tagger L.,0.576,Gibson T.,False,2026-08-19 17:00:41.540559+00:00,,,
WTA|Cincinnati Open|2026|R1|Osorio M.::Townsend T.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-13 15:05:00+00:00,Townsend T.,Osorio M.,Townsend T.,0.5748,Townsend T.,True,2026-08-19 17:00:41.524547+00:00,,,
WTA|Cincinnati Open|2026|R1|Kalinina A.::Vidmanova D.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-13 15:05:00+00:00,Vidmanova D.,Kalinina A.,Vidmanova D.,0.5001,Kalinina A.,False,2026-08-19 17:00:41.520547+00:00,,,
WTA|Cincinnati Open|2026|R1|Marcinko P.::Waltert S.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-13 15:05:00+00:00,Waltert S.,Marcinko P.,Marcinko P.,0.5649,Waltert S.,False,2026-08-19 17:00:41.521547+00:00,,,
WTA|Cincinnati Open|2026|R1|Vandewinkel H.::Wang Xin.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-14 20:35:00+00:00,Wang Xin.,Vandewinkel H.,Wang Xin.,0.5908,Wang Xin.,True,2026-08-19 17:00:41.543558+00:00,,,
WTA|Cincinnati Open|2026|R1|Day K.::Zhang S.,live_espn,WTA,Cincinnati Open,2026,Round 1,1,2026-08-15 15:10:00+00:00,Zhang S.,Day K.,Zhang S.,0.7028,Zhang S.,True,2026-08-19 17:00:41.551558+00:00,,,
WTA|Cincinnati Open|2026|R2|Alexandrova E.::Blinkova A.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 20:40:00+00:00,Blinkova A.,Alexandrova E.,Alexandrova E.,0.6129,Alexandrova E.,True,2026-08-19 17:00:41.573572+00:00,,,
WTA|Cincinnati Open|2026|R2|Bencic B.::Boisson L.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 02:20:00+00:00,Boisson L.,Bencic B.,Bencic B.,0.7814,Boisson L.,False,2026-08-19 17:00:41.561559+00:00,,,
WTA|Cincinnati Open|2026|R2|Bouzkova M.::Stefanini L.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 17:10:00+00:00,Bouzkova M.,Stefanini L.,Bouzkova M.,0.7187,Bouzkova M.,True,2026-08-19 17:00:41.568569+00:00,,,
WTA|Cincinnati Open|2026|R2|Bucsa C.::Chwalinska M.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-15 15:05:00+00:00,Bucsa C.,Chwalinska M.,Bucsa C.,0.5076,Chwalinska M.,False,2026-08-19 17:00:41.549557+00:00,,,
WTA|Cincinnati Open|2026|R2|Bartunkova N.::Cirstea S.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-15 19:20:00+00:00,Cirstea S.,Bartunkova N.,Cirstea S.,0.7345,Cirstea S.,True,2026-08-19 17:00:41.555558+00:00,,,
WTA|Cincinnati Open|2026|R2|Eala A.::Ruse E.G.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-15 15:10:00+00:00,Eala A.,Ruse E.G.,Eala A.,0.7351,Eala A.,True,2026-08-19 17:00:41.550558+00:00,,,
WTA|Cincinnati Open|2026|R2|Fernandez L.::Wang Xiy.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 21:20:00+00:00,Fernandez L.,Wang Xiy.,Fernandez L.,0.5142,Wang Xiy.,False,2026-08-19 17:00:41.574570+00:00,,,
WTA|Cincinnati Open|2026|R2|Gauff C.::Samsonova L.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 23:05:00+00:00,Gauff C.,Samsonova L.,Gauff C.,0.8361,Gauff C.,True,2026-08-19 17:00:41.577570+00:00,,,
WTA|Cincinnati Open|2026|R2|Jovic I.::Korpatsch T.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 21:50:00+00:00,Korpatsch T.,Jovic I.,Jovic I.,0.6855,Jovic I.,True,2026-08-19 17:00:41.575569+00:00,,,
WTA|Cincinnati Open|2026|R2|Kenin S.::Kostyuk M.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 19:05:00+00:00,Kostyuk M.,Kenin S.,Kostyuk M.,0.8185,Kostyuk M.,True,2026-08-19 17:00:41.570571+00:00,,,
WTA|Cincinnati Open|2026|R2|Bejlek S.::Krejcikova B.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 15:05:00+00:00,Krejcikova B.,Bejlek S.,Krejcikova B.,0.7221,Bejlek S.,False,2026-08-19 17:00:41.566570+00:00,,,
WTA|Cincinnati Open|2026|R2|Kalinskaya A.::McNally C.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-15 18:00:00+00:00,McNally C.,Kalinskaya A.,Kalinskaya A.,0.7058,Kalinskaya A.,True,2026-08-19 17:00:41.551558+00:00,,,
WTA|Cincinnati Open|2026|R2|Mertens E.::Parry D.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-15 22:55:00+00:00,Mertens E.,Parry D.,Mertens E.,0.6601,Parry D.,False,2026-08-19 17:00:41.558557+00:00,,,
WTA|Cincinnati Open|2026|R2|Kalinina A.::Navarro E.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-15 21:30:00+00:00,Navarro E.,Kalinina A.,Navarro E.,0.6035,Navarro E.,True,2026-08-19 17:00:41.558557+00:00,,,
WTA|Cincinnati Open|2026|R2|Boulter K.::Noskova L.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-15 19:00:00+00:00,Noskova L.,Boulter K.,Noskova L.,0.6467,Noskova L.,True,2026-08-19 17:00:41.554558+00:00,,,
WTA|Cincinnati Open|2026|R2|Andreeva M.::Oliynykova O.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 15:05:00+00:00,Oliynykova O.,Andreeva M.,Andreeva M.,0.7389,Andreeva M.,True,2026-08-19 17:00:41.563637+00:00,,,
WTA|Cincinnati Open|2026|R2|Frech M.::Ostapenko J.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-15 18:50:00+00:00,Ostapenko J.,Frech M.,Ostapenko J.,0.5511,Frech M.,False,2026-08-19 17:00:41.553557+00:00,,,
WTA|Cincinnati Open|2026|R2|Rakhimova K.::Sakkari M.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-15 21:20:00+00:00,Rakhimova K.,Sakkari M.,Sakkari M.,0.7465,Sakkari M.,True,2026-08-19 17:00:41.557560+00:00,,,
WTA|Cincinnati Open|2026|R2|Gibson T.::Sabalenka A.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 19:10:00+00:00,Sabalenka A.,Gibson T.,Sabalenka A.,0.9411,Sabalenka A.,True,2026-08-19 17:00:41.571570+00:00,,,
WTA|Cincinnati Open|2026|R2|Maria T.::Shnaider D.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-15 18:25:00+00:00,Shnaider D.,Maria T.,Shnaider D.,0.8265,Shnaider D.,True,2026-08-19 17:00:41.552558+00:00,,,
WTA|Cincinnati Open|2026|R2|Bouzas Maneiro J.::Siniakova K.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 20:10:00+00:00,Siniakova K.,Bouzas Maneiro J.,Siniakova K.,0.6831,Siniakova K.,True,2026-08-19 17:00:41.572570+00:00,,,
WTA|Cincinnati Open|2026|R2|Keys M.::Snigur D.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 16:25:00+00:00,Snigur D.,Keys M.,Keys M.,0.6957,Keys M.,True,2026-08-19 17:00:41.567569+00:00,,,
WTA|Cincinnati Open|2026|R2|Anisimova A.::Sonmez Z.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-15 15:05:00+00:00,Sonmez Z.,Anisimova A.,Anisimova A.,0.8243,Anisimova A.,True,2026-08-19 17:00:41.548558+00:00,,,
WTA|Cincinnati Open|2026|R2|Stearns P.::Tauson C.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 00:25:00+00:00,Stearns P.,Tauson C.,Tauson C.,0.5918,Tauson C.,True,2026-08-19 17:00:41.559558+00:00,,,
WTA|Cincinnati Open|2026|R2|Potapova A.::Stephens S.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 22:20:00+00:00,Stephens S.,Potapova A.,Potapova A.,0.7419,Stephens S.,False,2026-08-19 17:00:41.576570+00:00,,,
WTA|Cincinnati Open|2026|R2|Arango E.::Swiatek I.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 16:50:00+00:00,Swiatek I.,Arango E.,Swiatek I.,0.8869,Swiatek I.,True,2026-08-19 17:00:41.568569+00:00,,,
WTA|Cincinnati Open|2026|R2|Golubic V.::Tjen J.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 15:05:00+00:00,Tjen J.,Golubic V.,Tjen J.,0.5964,Tjen J.,True,2026-08-19 17:00:41.562558+00:00,,,
WTA|Cincinnati Open|2026|R2|Rybakina E.::Townsend T.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 15:05:00+00:00,Townsend T.,Rybakina E.,Rybakina E.,0.878,Rybakina E.,True,2026-08-19 17:00:41.564570+00:00,,,
WTA|Cincinnati Open|2026|R2|Svitolina E.::Valentova T.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-17 01:45:00+00:00,Valentova T.,Svitolina E.,Svitolina E.,0.7346,Svitolina E.,True,2026-08-19 17:00:41.578570+00:00,,,
WTA|Cincinnati Open|2026|R2|Pegula J.::Waltert S.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-15 20:35:00+00:00,Waltert S.,Pegula J.,Pegula J.,0.9281,Pegula J.,True,2026-08-19 17:00:41.556558+00:00,,,
WTA|Cincinnati Open|2026|R2|Vekic D.::Wang Xin.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 15:05:00+00:00,Wang Xin.,Vekic D.,Wang Xin.,0.5304,Wang Xin.,True,2026-08-19 17:00:41.565569+00:00,,,
WTA|Cincinnati Open|2026|R2|Li A.::Zhang S.,live_espn,WTA,Cincinnati Open,2026,Round 2,2,2026-08-16 18:35:00+00:00,Zhang S.,Li A.,Li A.,0.5057,Li A.,True,2026-08-19 17:00:41.569570+00:00,,,
WTA|Cincinnati Open|2026|R3|Alexandrova E.::Bejlek S.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-18 21:05:00+00:00,Bejlek S.,Alexandrova E.,Alexandrova E.,0.5271,Bejlek S.,False,2026-08-19 17:00:41.590570+00:00,,,
WTA|Cincinnati Open|2026|R3|Bouzkova M.::Jovic I.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-19 00:55:00+00:00,Bouzkova M.,Jovic I.,Jovic I.,0.5783,Bouzkova M.,False,2026-08-19 17:00:41.592570+00:00,,,
WTA|Cincinnati Open|2026|R3|Cirstea S.::Kalinskaya A.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-17 17:50:00+00:00,Cirstea S.,Kalinskaya A.,Cirstea S.,0.549,Cirstea S.,True,2026-08-19 17:00:41.581570+00:00,,,
WTA|Cincinnati Open|2026|R3|Anisimova A.::Eala A.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-18 02:20:00+00:00,Eala A.,Anisimova A.,Anisimova A.,0.694,Anisimova A.,True,2026-08-19 17:00:41.585571+00:00,,,
WTA|Cincinnati Open|2026|R3|Frech M.::Rybakina E.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-17 17:25:00+00:00,Frech M.,Rybakina E.,Rybakina E.,0.9121,Rybakina E.,True,2026-08-19 17:00:41.581570+00:00,,,
WTA|Cincinnati Open|2026|R3|Gauff C.::Li A.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-18 19:05:00+00:00,Gauff C.,Li A.,Gauff C.,0.8607,Gauff C.,True,2026-08-19 17:00:41.588571+00:00,,,
WTA|Cincinnati Open|2026|R3|Kostyuk M.::Stephens S.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-18 19:05:00+00:00,Kostyuk M.,Stephens S.,Kostyuk M.,0.8608,Kostyuk M.,True,2026-08-19 17:00:41.589571+00:00,,,
WTA|Cincinnati Open|2026|R3|Navarro E.::Pegula J.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-17 22:55:00+00:00,Navarro E.,Pegula J.,Pegula J.,0.8856,Pegula J.,True,2026-08-19 17:00:41.584570+00:00,,,
WTA|Cincinnati Open|2026|R3|Noskova L.::Tauson C.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-17 22:45:00+00:00,Noskova L.,Tauson C.,Noskova L.,0.5727,Noskova L.,True,2026-08-19 17:00:41.583570+00:00,,,
WTA|Cincinnati Open|2026|R3|Boisson L.::Parry D.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-17 15:05:00+00:00,Parry D.,Boisson L.,Parry D.,0.561,Parry D.,True,2026-08-19 17:00:41.579570+00:00,,,
WTA|Cincinnati Open|2026|R3|Sabalenka A.::Wang Xin.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-18 23:05:00+00:00,Sabalenka A.,Wang Xin.,Sabalenka A.,0.946,Sabalenka A.,True,2026-08-19 17:00:41.591570+00:00,,,
WTA|Cincinnati Open|2026|R3|Chwalinska M.::Shnaider D.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-17 19:05:00+00:00,Shnaider D.,Chwalinska M.,Shnaider D.,0.6538,Shnaider D.,True,2026-08-19 17:00:41.582570+00:00,,,
WTA|Cincinnati Open|2026|R3|Keys M.::Siniakova K.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-18 15:05:00+00:00,Siniakova K.,Keys M.,Keys M.,0.6431,Keys M.,True,2026-08-19 17:00:41.586570+00:00,,,
WTA|Cincinnati Open|2026|R3|Sakkari M.::Swiatek I.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-17 15:05:00+00:00,Swiatek I.,Sakkari M.,Swiatek I.,0.761,Swiatek I.,True,2026-08-19 17:00:41.580571+00:00,,,
WTA|Cincinnati Open|2026|R3|Andreeva M.::Tjen J.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-18 16:45:00+00:00,Tjen J.,Andreeva M.,Andreeva M.,0.7452,Andreeva M.,True,2026-08-19 17:00:41.587571+00:00,,,
WTA|Cincinnati Open|2026|R3|Svitolina E.::Wang Xiy.,live_espn,WTA,Cincinnati Open,2026,Round 3,3,2026-08-18 18:00:00+00:00,Wang Xiy.,Svitolina E.,Svitolina E.,0.872,Wang Xiy.,False,2026-08-19 17:00:41.588571+00:00,,,
WTA|Cincinnati Open|2026|R4|Cirstea S.::Pegula J.,live_espn,WTA,Cincinnati Open,2026,Round 4,4,2026-08-19 16:55:00+00:00,Cirstea S.,Pegula J.,Pegula J.,0.7024,Pegula J.,True,2026-08-19 21:54:04.224444+00:00,,,
WTA|Cincinnati Open|2026|R4|Bouzkova M.::Gauff C.,live_espn,WTA,Cincinnati Open,2026,Round 4,4,2026-08-19 22:30:00+00:00,Gauff C.,Bouzkova M.,Gauff C.,0.8265,Gauff C.,True,2026-08-24 18:09:26.084212+00:00,,STATUS_FINAL,False
WTA|Cincinnati Open|2026|R4|Keys M.::Wang Xiy.,live_espn,WTA,Cincinnati Open,2026,Round 4,4,2026-08-19 23:05:00+00:00,Keys M.,Wang Xiy.,Keys M.,0.8275,Keys M.,True,2026-08-24 18:09:26.084730+00:00,,STATUS_FINAL,False
WTA|Cincinnati Open|2026|R4|Andreeva M.::Kostyuk M.,live_espn,WTA,Cincinnati Open,2026,Round 4,4,2026-08-19 17:05:00+00:00,Kostyuk M.,Andreeva M.,Kostyuk M.,0.5004,Kostyuk M.,True,2026-08-19 21:54:04.225445+00:00,,,
WTA|Cincinnati Open|2026|R4|Anisimova A.::Noskova L.,live_espn,WTA,Cincinnati Open,2026,Round 4,4,2026-08-19 18:55:00+00:00,Noskova L.,Anisimova A.,Anisimova A.,0.6777,Anisimova A.,True,2026-08-19 21:54:04.226446+00:00,,,
WTA|Cincinnati Open|2026|R4|Bejlek S.::Sabalenka A.,live_espn,WTA,Cincinnati Open,2026,Round 4,4,2026-08-20 02:10:00+00:00,Sabalenka A.,Bejlek S.,Sabalenka A.,0.9259,Bejlek S.,False,2026-08-24 18:09:26.086727+00:00,,STATUS_FINAL,False
WTA|Cincinnati Open|2026|R4|Rybakina E.::Shnaider D.,live_espn,WTA,Cincinnati Open,2026,Round 4,4,2026-08-19 20:50:00+00:00,Shnaider D.,Rybakina E.,Rybakina E.,0.8403,Rybakina E.,True,2026-08-24 18:09:26.083211+00:00,,STATUS_FINAL,False
WTA|Cincinnati Open|2026|R4|Parry D.::Swiatek I.,live_espn,WTA,Cincinnati Open,2026,Round 4,4,2026-08-19 15:05:00+00:00,Swiatek I.,Parry D.,Swiatek I.,0.847,Swiatek I.,True,2026-08-19 17:00:41.593571+00:00,,,
WTA|Cincinnati Open|2026|R5|Anisimova A.::Pegula J.,live_espn,WTA,Cincinnati Open,2026,Quarterfinal,5,2026-08-20 17:05:00+00:00,Anisimova A.,Pegula J.,Pegula J.,0.5934,Pegula J.,True,2026-08-24 18:09:26.087938+00:00,,STATUS_FINAL,False
WTA|Cincinnati Open|2026|R5|Bejlek S.::Keys M.,live_espn,WTA,Cincinnati Open,2026,Quarterfinal,5,2026-08-21 17:05:00+00:00,Bejlek S.,Keys M.,Keys M.,0.6807,Bejlek S.,False,2026-08-24 18:09:26.089886+00:00,,STATUS_FINAL,False
WTA|Cincinnati Open|2026|R5|Gauff C.::Kostyuk M.,live_espn,WTA,Cincinnati Open,2026,Quarterfinal,5,2026-08-22 01:45:00+00:00,Gauff C.,Kostyuk M.,Gauff C.,0.6645,Gauff C.,True,2026-08-24 18:09:26.090886+00:00,,STATUS_FINAL,False
WTA|Cincinnati Open|2026|R5|Rybakina E.::Swiatek I.,live_espn,WTA,Cincinnati Open,2026,Quarterfinal,5,2026-08-20 23:05:00+00:00,Swiatek I.,Rybakina E.,Rybakina E.,0.6714,Swiatek I.,False,2026-08-24 18:09:26.088886+00:00,,STATUS_RETIRED,True
WTA|Cincinnati Open|2026|R6|Bejlek S.::Gauff C.,live_espn,WTA,Cincinnati Open,2026,Semifinal,6,2026-08-23 01:15:00+00:00,Bejlek S.,Gauff C.,Gauff C.,0.8375,Gauff C.,True,2026-08-24 18:09:26.093919+00:00,,STATUS_FINAL,False
WTA|Cincinnati Open|2026|R6|Pegula J.::Swiatek I.,live_espn,WTA,Cincinnati Open,2026,Semifinal,6,2026-08-22 19:55:00+00:00,Pegula J.,Swiatek I.,Pegula J.,0.516,Pegula J.,True,2026-08-24 18:09:26.092399+00:00,,STATUS_FINAL,False
WTA|Cincinnati Open|2026|R7|Gauff C.::Pegula J.,live_espn,WTA,Cincinnati Open,2026,Final,7,2026-08-23 23:05:00+00:00,Gauff C.,Pegula J.,Pegula J.,0.5009,Gauff C.,False,2026-08-24 18:09:26.094916+00:00,,STATUS_FINAL,False
