match_key,tour,tournament,year,player,corrections,depth,round_label,sim_prob,actual_reached,logged_at
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Fernandez L.,on,4,Round of 16,0.074,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Fernandez L.,on,5,Round of 32,0.224,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Fernandez L.,on,6,Round of 64,0.718,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Vondrousova M.,on,0,Champion,0.014,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Vondrousova M.,on,1,Final,0.028,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Vondrousova M.,on,2,Semifinal,0.054,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Vondrousova M.,on,3,Quarterfinal,0.126,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Vondrousova M.,on,4,Round of 16,0.282,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Vondrousova M.,on,5,Round of 32,0.442,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Vondrousova M.,on,6,Round of 64,0.74,1,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Bassols Ribera M.,on,0,Champion,0.0,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Bassols Ribera M.,on,1,Final,0.0,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Bassols Ribera M.,on,2,Semifinal,0.002,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Bassols Ribera M.,on,3,Quarterfinal,0.004,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Bassols Ribera M.,on,4,Round of 16,0.038,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Bassols Ribera M.,on,5,Round of 32,0.086,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Bassols Ribera M.,on,6,Round of 64,0.26,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Linette M.,on,0,Champion,0.004,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Linette M.,on,1,Final,0.02,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Linette M.,on,2,Semifinal,0.04,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Linette M.,on,3,Quarterfinal,0.074,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Linette M.,on,4,Round of 16,0.242,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Linette M.,on,5,Round of 32,0.472,1,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Linette M.,on,6,Round of 64,1.0,1,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Kostyuk M.,on,0,Champion,0.006,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Kostyuk M.,on,1,Final,0.018,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Kostyuk M.,on,2,Semifinal,0.034,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Kostyuk M.,on,3,Quarterfinal,0.076,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Kostyuk M.,on,4,Round of 16,0.15,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Kostyuk M.,on,5,Round of 32,0.516,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Kostyuk M.,on,6,Round of 64,1.0,1,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Osorio M.,on,0,Champion,0.004,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Osorio M.,on,1,Final,0.01,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Osorio M.,on,2,Semifinal,0.03,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Osorio M.,on,3,Quarterfinal,0.058,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Osorio M.,on,4,Round of 16,0.106,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Osorio M.,on,5,Round of 32,0.31,1,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Osorio M.,on,6,Round of 64,0.602,1,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Burel C.,on,0,Champion,0.0,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Burel C.,on,1,Final,0.002,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Burel C.,on,2,Semifinal,0.008,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Burel C.,on,3,Quarterfinal,0.012,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Burel C.,on,4,Round of 16,0.046,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Burel C.,on,5,Round of 32,0.174,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Burel C.,on,6,Round of 64,0.398,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Cirstea S.,on,0,Champion,0.002,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Cirstea S.,on,1,Final,0.006,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Cirstea S.,on,2,Semifinal,0.02,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Cirstea S.,on,3,Quarterfinal,0.046,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Cirstea S.,on,4,Round of 16,0.09,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Cirstea S.,on,5,Round of 32,0.146,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Cirstea S.,on,6,Round of 64,0.59,1,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Davis L.,on,0,Champion,0.0,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Davis L.,on,1,Final,0.002,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Davis L.,on,2,Semifinal,0.006,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Davis L.,on,3,Quarterfinal,0.01,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Davis L.,on,4,Round of 16,0.032,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Davis L.,on,5,Round of 32,0.078,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Davis L.,on,6,Round of 64,0.41,0,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Sabalenka A.,on,0,Champion,0.084,1,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Sabalenka A.,on,1,Final,0.172,1,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Sabalenka A.,on,2,Semifinal,0.3,1,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Sabalenka A.,on,3,Quarterfinal,0.454,1,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Sabalenka A.,on,4,Round of 16,0.576,1,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Sabalenka A.,on,5,Round of 32,0.776,1,2026-08-28T22:15:45.537103+00:00
WTA|Mutua Madrid Open|2023|on,WTA,Mutua Madrid Open,2023,Sabalenka A.,on,6,Round of 64,1.0,1,2026-08-28T22:15:45.537103+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Alcaraz C.,on,0,Champion,0.214,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Alcaraz C.,on,1,Final,0.278,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Alcaraz C.,on,2,Semifinal,0.392,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Alcaraz C.,on,3,Quarterfinal,0.524,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Alcaraz C.,on,4,Round of 16,0.748,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Alcaraz C.,on,5,Round of 32,0.904,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Alcaraz C.,on,6,Round of 64,1.0,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Ruusuvuori E.,on,0,Champion,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Ruusuvuori E.,on,1,Final,0.004,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Ruusuvuori E.,on,2,Semifinal,0.006,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Ruusuvuori E.,on,3,Quarterfinal,0.008,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Ruusuvuori E.,on,4,Round of 16,0.026,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Ruusuvuori E.,on,5,Round of 32,0.066,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Ruusuvuori E.,on,6,Round of 64,0.656,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Humbert U.,on,0,Champion,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Humbert U.,on,1,Final,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Humbert U.,on,2,Semifinal,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Humbert U.,on,3,Quarterfinal,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Humbert U.,on,4,Round of 16,0.01,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Humbert U.,on,5,Round of 32,0.03,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Humbert U.,on,6,Round of 64,0.344,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Nava E.,on,0,Champion,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Nava E.,on,1,Final,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Nava E.,on,2,Semifinal,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Nava E.,on,3,Quarterfinal,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Nava E.,on,4,Round of 16,0.004,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Nava E.,on,5,Round of 32,0.07,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Nava E.,on,6,Round of 64,0.342,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Barrere G.,on,0,Champion,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Barrere G.,on,1,Final,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Barrere G.,on,2,Semifinal,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Barrere G.,on,3,Quarterfinal,0.006,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Barrere G.,on,4,Round of 16,0.034,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Barrere G.,on,5,Round of 32,0.196,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Barrere G.,on,6,Round of 64,0.658,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Dimitrov G.,on,0,Champion,0.002,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Dimitrov G.,on,1,Final,0.014,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Dimitrov G.,on,2,Semifinal,0.04,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Dimitrov G.,on,3,Quarterfinal,0.076,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Dimitrov G.,on,4,Round of 16,0.178,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Dimitrov G.,on,5,Round of 32,0.734,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Dimitrov G.,on,6,Round of 64,1.0,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Korda S.,on,0,Champion,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Korda S.,on,1,Final,0.004,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Korda S.,on,2,Semifinal,0.018,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Korda S.,on,3,Quarterfinal,0.062,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Korda S.,on,4,Round of 16,0.216,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Korda S.,on,5,Round of 32,0.55,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Korda S.,on,6,Round of 64,1.0,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Schwartzman D.,on,0,Champion,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Schwartzman D.,on,1,Final,0.002,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Schwartzman D.,on,2,Semifinal,0.01,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Schwartzman D.,on,3,Quarterfinal,0.05,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Schwartzman D.,on,4,Round of 16,0.126,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Schwartzman D.,on,5,Round of 32,0.358,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Schwartzman D.,on,6,Round of 64,0.704,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Grenier H.,on,0,Champion,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Grenier H.,on,1,Final,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Grenier H.,on,2,Semifinal,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Grenier H.,on,3,Quarterfinal,0.002,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Grenier H.,on,4,Round of 16,0.018,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Grenier H.,on,5,Round of 32,0.092,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Grenier H.,on,6,Round of 64,0.296,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Carballes Baena R.,on,0,Champion,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Carballes Baena R.,on,1,Final,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Carballes Baena R.,on,2,Semifinal,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Carballes Baena R.,on,3,Quarterfinal,0.006,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Carballes Baena R.,on,4,Round of 16,0.036,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Carballes Baena R.,on,5,Round of 32,0.082,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Carballes Baena R.,on,6,Round of 64,0.452,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Goffin D.,on,0,Champion,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Goffin D.,on,1,Final,0.002,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Goffin D.,on,2,Semifinal,0.006,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Goffin D.,on,3,Quarterfinal,0.018,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Goffin D.,on,4,Round of 16,0.07,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Goffin D.,on,5,Round of 32,0.144,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Goffin D.,on,6,Round of 64,0.548,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Zverev A.,on,0,Champion,0.064,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Zverev A.,on,1,Final,0.106,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Zverev A.,on,2,Semifinal,0.152,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Zverev A.,on,3,Quarterfinal,0.248,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Zverev A.,on,4,Round of 16,0.534,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Zverev A.,on,5,Round of 32,0.774,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Zverev A.,on,6,Round of 64,1.0,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Khachanov K.,on,0,Champion,0.008,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Khachanov K.,on,1,Final,0.02,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Khachanov K.,on,2,Semifinal,0.07,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Khachanov K.,on,3,Quarterfinal,0.224,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Khachanov K.,on,4,Round of 16,0.454,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Khachanov K.,on,5,Round of 32,0.73,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Khachanov K.,on,6,Round of 64,1.0,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Monteiro T.,on,0,Champion,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Monteiro T.,on,1,Final,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Monteiro T.,on,2,Semifinal,0.006,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Monteiro T.,on,3,Quarterfinal,0.032,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Monteiro T.,on,4,Round of 16,0.086,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Monteiro T.,on,5,Round of 32,0.174,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Monteiro T.,on,6,Round of 64,0.578,1,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Gojo B.,on,0,Champion,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Gojo B.,on,1,Final,0.0,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Gojo B.,on,2,Semifinal,0.002,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Gojo B.,on,3,Quarterfinal,0.008,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Gojo B.,on,4,Round of 16,0.03,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Gojo B.,on,5,Round of 32,0.096,0,2026-08-28T22:16:44.996250+00:00
ATP|Mutua Madrid Open|2023|on,ATP,Mutua Madrid Open,2023,Gojo B.,on,6,Round of 64,0.422,0,2026-08-28T22:16:44.996250+00:00
