player,hard_elo,clay_elo,grass_elo,overall_elo,hard_matches,clay_matches,grass_matches,current_rank,days_since_last_match,recent_form_residual
Yamalapalli S.,1501.8572551102034,1501.0789300829888,1501.0789300829888,1502.1578601659774,,,,344.0,304.0,
Yang V.,1483.952089469788,1492.2649333667528,1492.2649333667528,1484.5298667335053,,,,1139.0,607.0,
Yang Y.,1481.787473543448,1491.721178854141,1491.721178854141,1483.442357708282,,,,236.0,1076.0,
Yao X.,1485.5808398529366,1493.0925117098413,1493.0925117098413,1486.1850234196825,,,,294.0,669.0,
Yastremska D.,1504.624654406954,1495.7474955413006,1525.1316108956385,1505.5353350933203,,,,112.0,6.0,-0.23739929209454042
You X.,1429.5450681331292,1440.8596157565703,1458.3724748824088,1416.7449497648174,,,,306.0,670.0,-0.1642602064792953
Yu E.,1487.2803520171478,1493.6166896836066,1493.6166896836066,1487.233379367213,,,,763.0,1462.0,
Yuan Y.,1521.2235733227285,1484.5202190585928,1478.7823659252422,1526.9149225643519,,,,121.0,40.0,0.021579005391200667
Zaar L.,1492.5320575206392,1485.0025027841157,1492.5320575206392,1485.0641150412787,,,,335.0,103.0,
Zacarias M.,1476.8166271567582,1475.4811180288232,1483.8492714255842,1467.6985428511684,,,,212.0,1469.0,
Zakharova A.,1512.4028984219376,1488.6256204075776,1508.6586551233822,1518.5637559137797,,,,101.0,29.0,0.04598500491778457
Zanevska M.,1447.4175691608366,1449.398539333844,1423.5721438806854,1418.2909872760395,,,,112.0,1096.0,-0.3126005599596319
Zantedeschi A.,1492.1754964838888,1484.466242397034,1492.1754964838888,1484.3509929677773,,,,603.0,1140.0,
Zarazua R.,1495.8923203022446,1464.2780846790492,1467.5012651306406,1491.6167219513832,,,,71.0,5.0,0.03134516579289398
Zavatska K.,1455.7059605282436,1445.6847665459188,1468.2356289895888,1436.4712579791776,,,,174.0,769.0,-0.088827908793715
Zhang R.,1489.7145698181403,1495.0262404444713,1495.0262404444713,1490.0524808889427,,,,836.0,340.0,
Zhang S.,1533.1743568582851,1456.9512355962088,1489.861107621717,1516.2839714156412,,,,53.0,5.0,-0.09090642867184745
Zhao C.,1448.2012775090207,1462.6997123892188,1461.5271745711796,1441.091057442394,,,,620.0,27.0,0.023908695151641457
Zheng Q.,1717.2277369138935,1694.7882112210334,1564.9901920246698,1690.1259780959658,,,,123.0,33.0,-0.2918732133895766
Zheng S.,1418.282853930833,1447.8467522216492,1456.4765124019373,1412.9530248038745,,,,681.0,593.0,-0.33102839327690753
Zheng W.,1481.2929379475527,1490.7479683027664,1490.7479683027664,1481.4959366055325,,,,309.0,305.0,
Zhu C.,1484.0,1492.0,1492.0,1484.0,,,,596.0,306.0,
Zhu L.,1547.1419803127724,1469.2187332187968,1515.6183781673549,1542.5480416417815,,,,219.0,317.0,-0.09060727689056652
Zidansek T.,1472.8580140312756,1509.481067430394,1484.014107403915,1497.8632525334365,,,,148.0,43.0,0.07894571572156589
Zucchini A.,1491.917318214729,1483.917318214729,1491.917318214729,1483.834636429458,,,,620.0,480.0,
Zueger J.,1465.8230686618904,1482.670620940651,1482.670620940651,1465.3412418813018,,,,180.0,1308.0,
Zuger J.,1500.8674584640814,1502.1415275246982,1500.8674584640814,1501.7349169281629,,,,165.0,1502.0,
Zvonareva V.,1455.7346574954306,1458.0860632297622,1466.998254384711,1448.5925424597558,,,,326.0,104.0,0.008960602860510258
Xinyu W.,1500.0,1500.0,1500.0,1500.0,0,0,0,,,
Xiyu W.,1500.0,1500.0,1500.0,1500.0,0,0,0,,,
Frodin T.,1500.0,1500.0,1500.0,1500.0,0,0,0,,,
