event,tour,round,winner,loser,n_books,cross_book_std,cross_book_range,max_over_avg_pct
US Open,WTA,4th Round,Navarro E.,Kalinskaya A.,2,0.002506265664160401,0.005012531328320802,4.145077720207246
US Open,WTA,4th Round,Andreeva M.,Potapova A.,2,0.0040680793472189225,0.008136158694437845,0.8771929824561431
US Open,WTA,4th Round,Zheng Q.,Swiatek I.,2,0.004649679836331272,0.009299359672662544,9.409190371991238
US Open,WTA,4th Round,Rybakina E.,Osaka N.,2,0.00041573924834342746,0.0008314784966868549,2.976190476190488
US Open,WTA,4th Round,Gauff C.,Jovic I.,2,0.006322254335260014,0.012644508670520027,2.3076923076922995
US Open,WTA,Quarterfinals,Sabalenka A.,Noskova L.,2,0.0027650044027378584,0.005530008805475717,1.5151515151515138
US Open,WTA,Quarterfinals,Pegula J.,Navarro E.,2,0.006371562709590883,0.012743125419181767,0.8064516129032251
US Open,WTA,Quarterfinals,Rybakina E.,Zheng Q.,2,0.007554071246819283,0.015108142493638566,3.100775193798455
US Open,WTA,Quarterfinals,Gauff C.,Andreeva M.,2,0.014229013178374994,0.028458026356749988,2.7972027972027913
US Open,WTA,Semifinals,Rybakina E.,Gauff C.,2,7.850462293418876e-17,1.1102230246251565e-16,2.20994475138121
US Open,WTA,Semifinals,Sabalenka A.,Pegula J.,2,0.0026142292357503316,0.005228458471500663,3.3333333333333437
US Open,WTA,The Final,Rybakina E.,Sabalenka A.,2,0.0037048192771084454,0.007409638554216891,6.194690265486735
Canadian Open,ATP,1st Round,Munar J.,Hijikata R.,2,0.004455529142797732,0.008911058285595463,2.35294117647058
Canadian Open,ATP,1st Round,Shang J.,Vallejo D.,2,0.00552615587177796,0.01105231174355592,1.21212121212122
Canadian Open,ATP,1st Round,Navone M.,Berrettini M.,2,0.006659137401977516,0.013318274803955032,7.011070110701101
Canadian Open,ATP,1st Round,Kopriva V.,Galarneau A.,2,0.0,0.0,1.0101010101010166
Canadian Open,ATP,1st Round,Mejia N.,Landaluce M.,2,0.00866718027734975,0.0173343605546995,4.026845637583887
Canadian Open,ATP,1st Round,Droguet T.,Van Assche L.,2,0.001193159220469281,0.002386318440938562,7.537688442211055
Canadian Open,ATP,1st Round,Duckworth J.,O Connell C.,2,0.006715819134082618,0.013431638268165236,3.603603603603589
Canadian Open,ATP,1st Round,Hanfmann Y.,Bonzi B.,2,0.002506265664160401,0.005012531328320802,1.1235955056179803
Canadian Open,ATP,1st Round,Borges N.,Kovacevic A.,2,0.006087662337662281,0.012175324675324561,2.158273381294973
Canadian Open,ATP,1st Round,Diallo G.,Jacquet K.,2,0.0006612007405448206,0.0013224014810896412,2.2222222222222143
Canadian Open,ATP,1st Round,Cilic M.,Shimabukuro S.,2,0.0053072149258039936,0.010614429851607987,4.046242774566489
Canadian Open,ATP,1st Round,Kecmanovic M.,Zheng M.,2,0.008118323113116555,0.01623664622623311,2.3255813953488413
Canadian Open,ATP,1st Round,Altmaier D.,Vukic A.,2,0.022285432191635923,0.044570864383271847,12.393162393162394
Canadian Open,ATP,1st Round,Michelsen A.,Struff J.L.,2,0.012729370753514213,0.025458741507028426,3.100775193798455
Canadian Open,ATP,1st Round,Moutet C.,Fucsovics M.,2,0.0030568846358320356,0.006113769271664071,1.6666666666666607
Canadian Open,ATP,1st Round,Norrie C.,Ugo Carabelli C.,2,0.016351627701321036,0.03270325540264207,2.521008403361358
Canadian Open,ATP,1st Round,Monfils G.,Majchrzak K.,2,0.003786018336607744,0.007572036673215488,2.2727272727272707
Canadian Open,ATP,1st Round,Baez S.,Bellucci M.,2,0.0011931592204692532,0.0023863184409385063,1.6949152542372836
Canadian Open,ATP,1st Round,Tirante T.A.,Chan D.,2,0.0017533003300330141,0.0035066006600660282,2.2900763358778553
Canadian Open,ATP,1st Round,Tsitsipas S.,Damm M.,2,0.007338381860601095,0.01467676372120219,1.3513513513513598
Canadian Open,ATP,1st Round,Hurkacz H.,Giron M.,2,0.006842619745845602,0.013685239491691203,1.9736842105263275
Canadian Open,ATP,1st Round,Brooksby J.,Walton A.,2,0.007518796992481203,0.015037593984962405,4.571428571428582
Canadian Open,ATP,1st Round,Fearnley J.,Mannarino A.,2,0.005617342354404309,0.011234684708808618,2.614379084967333
Canadian Open,ATP,1st Round,Royer V.,Carreno Busta P.,2,0.004264499297611912,0.008528998595223825,7.14285714285714
Canadian Open,ATP,1st Round,Svajda Z.,Shapovalov D.,2,0.0041516606642656995,0.008303321328531399,3.139013452914785
Canadian Open,ATP,1st Round,Merida Aguilar D.,Draxl L.,2,0.009160717499550053,0.018321434999100106,3.124999999999978
Canadian Open,ATP,1st Round,Popyrin A.,Burruchaga R.,2,0.009160717499550053,0.018321434999100106,2.614379084967333
Canadian Open,ATP,1st Round,Cerundolo J.M.,Medjedovic H.,2,0.004954272908969798,0.009908545817939596,4.166666666666674
Canadian Open,ATP,1st Round,Atmane T.,Draper J.,2,0.002154450911996897,0.004308901823993794,2.564102564102555
Canadian Open,ATP,1st Round,Van De Zandschulp B.,Mpetshi G.,2,0.004935980462280942,0.009871960924561884,2.3391812865497075
Canadian Open,ATP,1st Round,Griekspoor T.,Sonego L.,2,0.0037641967230108153,0.007528393446021631,3.4482758620689724
Canadian Open,ATP,1st Round,Marozsan F.,Mochizuki S.,2,0.006842619745845602,0.013685239491691203,3.289473684210531
Canadian Open,ATP,2nd Round,Shang J.,Rublev A.,2,0.003663003663003664,0.007326007326007328,6.382978723404253
Canadian Open,ATP,2nd Round,Blockx A.,Munar J.,2,0.005688563828098736,0.011377127656197472,3.0864197530864113
Canadian Open,ATP,2nd Round,Lehecka J.,Kopriva V.,2,0.00810675979047143,0.01621351958094286,1.6666666666666607
Canadian Open,ATP,2nd Round,Nakashima B.,Altmaier D.,2,0.0008251388509515345,0.001650277701903069,0.78125
Canadian Open,ATP,2nd Round,Tiafoe F.,Cilic M.,2,0.004421978493470258,0.008843956986940515,2.1126760563380254
Canadian Open,ATP,2nd Round,De Minaur A.,Duckworth J.,2,0.007815397658029966,0.01563079531605993,0.9090909090909038
Canadian Open,ATP,2nd Round,Hanfmann Y.,Cobolli F.,2,0.003469636029594325,0.00693927205918865,5.726872246696035
Canadian Open,ATP,2nd Round,Darderi L.,Diallo G.,2,0.0027491579155934087,0.0054983158311868174,2.678571428571419
Canadian Open,ATP,2nd Round,Bergs Z.,Baez S.,2,0.005688563828098736,0.011377127656197472,4.216867469879526
Canadian Open,ATP,2nd Round,Borges N.,Etcheverry T.,2,0.001385098695649567,0.002770197391299134,2.614379084967333
Canadian Open,ATP,2nd Round,Musetti L.,Mejia N.,2,0.002683843263553476,0.005367686527106952,1.7857142857142572
Canadian Open,ATP,2nd Round,Fonseca J.,Tsitsipas S.,2,0.0006844201095071445,0.001368840219014289,3.0864197530864113
Canadian Open,ATP,2nd Round,Navone M.,Vacherot V.,2,0.005149317930441211,0.010298635860882421,4.347826086956519
Canadian Open,ATP,2nd Round,Rinderknech A.,Kecmanovic M.,2,0.0031737635546151555,0.006347527109230311,3.076923076923066
Canadian Open,ATP,2nd Round,Norrie C.,Buse I.,2,0.0014822134387352248,0.0029644268774704496,2.1739130434782705
Canadian Open,ATP,2nd Round,Shelton B.,Brooksby J.,2,0.008239024996890998,0.016478049993781996,1.526717557251911
Canadian Open,ATP,2nd Round,Ruud C.,Cerundolo J.M.,2,0.0075172775241174605,0.015034555048234921,1.4925373134328401
Canadian Open,ATP,2nd Round,Fils A.,Svajda Z.,2,0.008239024996890998,0.016478049993781996,1.526717557251911
Canadian Open,ATP,2nd Round,Tirante T.A.,Fritz T.,2,0.00308954873736951,0.00617909747473902,10.441767068273089
Canadian Open,ATP,2nd Round,Hurkacz H.,Tabilo A.,2,0.004977960176318574,0.009955920352637149,1.8292682926829285
Canadian Open,ATP,2nd Round,Griekspoor T.,Zverev A.,2,0.0039530614565677635,0.007906122913135527,7.913669064748219
Canadian Open,ATP,2nd Round,Jodar R.,Moutet C.,2,0.008265615041427643,0.016531230082855286,3.100775193798455
Canadian Open,ATP,2nd Round,Popyrin A.,Collignon R.,2,0.0016187925998052688,0.0032375851996105376,2.5423728813559254
Canadian Open,ATP,2nd Round,Michelsen A.,Cerundolo F.,2,0.0003219734495740201,0.0006439468991480402,4.374999999999996
Canadian Open,ATP,2nd Round,Arnaldi M.,Marozsan F.,2,0.009160806909143726,0.018321613818287452,2.2727272727272707
Canadian Open,ATP,2nd Round,Mensik J.,Fearnley J.,2,0.010243948923194302,0.020487897846388603,2.1897810218977964
Canadian Open,ATP,2nd Round,Atmane T.,Khachanov K.,2,0.003840703765685044,0.007681407531370088,2.3255813953488413
Canadian Open,ATP,2nd Round,Merida Aguilar D.,Humbert U.,2,0.0014822134387351693,0.0029644268774703386,4.452054794520555
Canadian Open,ATP,2nd Round,Van De Zandschulp B.,Medvedev D.,2,0.014619424219599941,0.029238848439199883,15.775401069518713
Canadian Open,ATP,2nd Round,Droguet T.,Faria J.,2,0.002322570819372538,0.004645141638745076,4.347826086956519
Canadian Open,ATP,2nd Round,Paul T.,Royer V.,2,0.005973672999712021,0.011947345999424042,2.564102564102577
Canadian Open,ATP,2nd Round,Tien L.,Monfils G.,2,0.0006325341246800065,0.001265068249360013,4.477611940298498
Canadian Open,ATP,3rd Round,Darderi L.,Shang J.,2,0.004342105263157897,0.008684210526315794,2.030456852791862
Canadian Open,ATP,3rd Round,Fils A.,Navone M.,2,0.009101417336444595,0.01820283467288919,0.78125
Canadian Open,ATP,3rd Round,Norrie C.,De Minaur A.,2,0.0026142292357503594,0.005228458471500719,3.1372549019607954
Canadian Open,ATP,3rd Round,Borges N.,Hanfmann Y.,2,6.100350770171792e-05,0.00012200701540343584,3.1847133757961776
Canadian Open,ATP,3rd Round,Lehecka J.,Blockx A.,2,0.0066591374019774885,0.013318274803954977,3.4482758620689724
Canadian Open,ATP,3rd Round,Jodar R.,Musetti L.,2,0.0001627784325087811,0.0003255568650175622,0.5813953488372103
Canadian Open,ATP,3rd Round,Nakashima B.,Droguet T.,2,0.01268245991864081,0.02536491983728162,0.8000000000000007
Canadian Open,ATP,3rd Round,Rinderknech A.,Tiafoe F.,2,0.009652361596529102,0.019304723193058204,5.769230769230771
Canadian Open,ATP,3rd Round,Griekspoor T.,Arnaldi M.,2,0.0014088149253569937,0.0028176298507139874,1.3986013986013957
Canadian Open,ATP,3rd Round,Merida Aguilar D.,Michelsen A.,2,0.0006325341246800065,0.001265068249360013,8.024691358024683
Canadian Open,ATP,3rd Round,Van De Zandschulp B.,Hurkacz H.,2,0.001042507398439585,0.00208501479687917,2.734375
Canadian Open,ATP,3rd Round,Shelton B.,Bergs Z.,2,0.006322254335260014,0.012644508670520027,3.8461538461538547
Canadian Open,ATP,3rd Round,Mensik J.,Atmane T.,2,0.000889563896723844,0.001779127793447688,2.7397260273972712
Canadian Open,ATP,3rd Round,Fonseca J.,Ruud C.,2,0.009799181252619027,0.019598362505238054,2.976190476190488
Canadian Open,ATP,3rd Round,Tirante T.A.,Popyrin A.,2,0.001967966953743072,0.003935933907486144,0.9569377990430672
Canadian Open,ATP,3rd Round,Tien L.,Paul T.,2,0.00025284301388875385,0.0005056860277775077,3.3057851239669533
Canadian Open,ATP,4th Round,Darderi L.,Borges N.,2,0.006105372496970407,0.012210744993940814,2.4590163934426146
Canadian Open,ATP,4th Round,Nakashima B.,Rinderknech A.,2,0.0032194994074374317,0.006438998814874863,4.166666666666674
Canadian Open,ATP,4th Round,Jodar R.,Lehecka J.,2,0.002656544018543705,0.00531308803708741,0.5747126436781658
Canadian Open,ATP,4th Round,Fils A.,Norrie C.,2,0.006833367078355912,0.013666734156711824,2.857142857142869
Canadian Open,ATP,4th Round,Merida Aguilar D.,Griekspoor T.,2,0.01227634843933656,0.02455269687867312,7.317073170731736
Canadian Open,ATP,4th Round,Tien L.,Tirante T.A.,2,0.005913432661283857,0.011826865322567715,2.127659574468077
Canadian Open,ATP,4th Round,Shelton B.,Fonseca J.,2,0.0005195952353116984,0.0010391904706233968,1.1695906432748648
Canadian Open,ATP,4th Round,Mensik J.,Van De Zandschulp B.,2,0.0006325341246800065,0.001265068249360013,0.7518796992481258
Canadian Open,ATP,Quarterfinals,Nakashima B.,Darderi L.,2,0.0020399836801305304,0.004079967360261061,2.941176470588225
Canadian Open,ATP,Quarterfinals,Jodar R.,Fils A.,2,0.004977960176318574,0.009955920352637149,27.976190476190467
Canadian Open,ATP,Quarterfinals,Shelton B.,Mensik J.,2,0.004977960176318574,0.009955920352637149,3.0303030303030276
Canadian Open,ATP,Quarterfinals,Tien L.,Merida Aguilar D.,2,0.0119351416056806,0.0238702832113612,2.7397260273972712
Canadian Open,ATP,Semifinals,Nakashima B.,Jodar R.,2,0.005572785423531651,0.011145570847063302,3.4482758620689724
Canadian Open,ATP,Semifinals,Shelton B.,Tien L.,2,0.009227089361522334,0.018454178723044667,1.3986013986013957
Canadian Open,ATP,The Final,Shelton B.,Nakashima B.,2,0.0014822134387352248,0.0029644268774704496,3.571428571428581
Canadian Open,WTA,1st Round,Rakhimova K.,Williams V.,2,0.008932711212841615,0.01786542242568323,0.8196721311475308
Canadian Open,WTA,1st Round,Golubic V.,Birrell K.,2,0.0031645569620253056,0.006329113924050611,9.375
Canadian Open,WTA,1st Round,Bouzas Maneiro J.,Arseneault A.,2,0.01104645556302386,0.02209291112604772,0.9009009009008917
Canadian Open,WTA,1st Round,Bejlek S.,Wang Xiy.,2,0.0017546042807367046,0.003509208561473409,1.2499999999999956
Canadian Open,WTA,1st Round,Sebov K.,Ito A.,2,0.006874783811829821,0.013749567623659642,1.7621145374449254
Canadian Open,WTA,1st Round,Uchijima M.,Bucsa C.,2,0.01832358674463938,0.03664717348927876,11.737089201877925
Canadian Open,WTA,1st Round,Osorio M.,Stefanini L.,2,0.004792910110327342,0.009585820220654684,1.4705882352941124
Canadian Open,WTA,1st Round,Tararudee L.,Jones E.,2,0.02304366167475219,0.04608732334950438,9.859154929577475
Canadian Open,WTA,1st Round,Samsonova L.,Tjen J.,2,0.004380293339857233,0.008760586679714466,1.3071895424836555
Canadian Open,WTA,1st Round,Ruzic A.,Boisson L.,2,0.0018891687657430767,0.0037783375314861534,3.7234042553191626
Canadian Open,WTA,1st Round,Linette M.,Zhao C.,2,0.015103938387223959,0.030207876774447917,1.8867924528301883
Canadian Open,WTA,1st Round,Udvardy P.,Lys E.,2,0.0006449277002104348,0.0012898554004208695,12.5
Canadian Open,WTA,1st Round,Joint M.,Starodubtseva Y.,2,0.004977960176318574,0.009955920352637149,1.3761467889908063
Canadian Open,WTA,1st Round,Bartunkova N.,Andreescu B.,2,0.009160806909143782,0.018321613818287563,3.0864197530864113
Canadian Open,WTA,1st Round,Zarazua R.,Korpatsch T.,2,0.006149561273784909,0.012299122547569818,3.1446540880503138
Canadian Open,WTA,1st Round,Parks A.,Jimenez Kasintseva V.,2,0.0010365460052634279,0.0020730920105268558,1.8518518518518379
Canadian Open,WTA,1st Round,Frech M.,Jeanjean L.,2,0.005120420376587387,0.010240840753174774,2.6315789473684292
Canadian Open,WTA,1st Round,Townsend T.,Valentova T.,2,0.010405281823656659,0.020810563647313318,3.7735849056603765
Canadian Open,WTA,1st Round,Ruse E.G.,Stearns P.,2,0.002656544018543705,0.00531308803708741,1.449275362318847
Canadian Open,WTA,1st Round,Bondar A.,Kalinina A.,2,0.010345065008090126,0.020690130016180253,5.6224899598393385
Canadian Open,WTA,1st Round,Zhang S.,Putintseva Y.,2,0.0014088149253571047,0.0028176298507142095,4.089219330855021
Canadian Open,WTA,1st Round,Pliskova Ka.,Oliynykova O.,2,0.0097943722943723,0.0195887445887446,1.5625
Canadian Open,WTA,1st Round,Day K.,Parry D.,2,0.009799181252619027,0.019598362505238054,4.8484848484848575
Canadian Open,WTA,1st Round,Korneeva A.,Kudermetova P.,2,0.0032194994074374317,0.006438998814874863,1.388888888888884
Canadian Open,WTA,1st Round,Gibson T.,Cocciaretto E.,2,0.01613962416649825,0.0322792483329965,10.13215859030836
Canadian Open,WTA,1st Round,Kessler M.,Brace C.,2,0.012059789505954377,0.024119579011908754,1.7391304347826209
Canadian Open,WTA,1st Round,Sramkova R.,Blinkova A.,2,0.0025269797841616926,0.005053959568323385,1.85185185185186
Canadian Open,WTA,1st Round,Cross K.,Boulter K.,2,0.006322254335260152,0.012644508670520305,3.2448377581120846
Canadian Open,WTA,2nd Round,Rakhimova K.,Siniakova K.,2,0.0021228672785629787,0.0042457345571259575,3.9215686274509887
Canadian Open,WTA,2nd Round,Kalinskaya A.,Kessler M.,2,0.010054931932170996,0.020109863864341992,1.2820512820512775
Canadian Open,WTA,2nd Round,Zhang S.,Ostapenko J.,2,0.012080262080262083,0.024160524160524166,4.895104895104896
Canadian Open,WTA,2nd Round,Keys M.,Ruzic A.,2,0.009692011973576498,0.019384023947152995,1.6949152542372836
Canadian Open,WTA,2nd Round,Potapova A.,Ruse E.G.,2,0.010025062656641603,0.020050125313283207,4.371584699453535
Canadian Open,WTA,2nd Round,Gibson T.,Chwalinska M.,2,0.01680210920094216,0.03360421840188432,1.764705882352935
Canadian Open,WTA,2nd Round,Kostyuk M.,Sebov K.,2,0.015266577937837589,0.030533155875675178,0.9615384615384581
Canadian Open,WTA,2nd Round,Shnaider D.,Sramkova R.,2,0.00810675979047143,0.01621351958094286,2.4793388429751984
Canadian Open,WTA,2nd Round,Alexandrova E.,Osorio M.,2,0.004342105263157897,0.008684210526315794,2.499999999999991
Canadian Open,WTA,2nd Round,Swiatek I.,Bejlek S.,2,0.0001849018402355629,0.0003698036804711258,1.8348623853211121
Canadian Open,WTA,2nd Round,Svitolina E.,Bouzas Maneiro J.,2,0.01486781480456617,0.02973562960913234,1.7391304347826209
Canadian Open,WTA,1st Round,Kasatkina D.,Wang Xin.,2,0.006281407035175879,0.012562814070351758,1.5957446808510634
Canadian Open,WTA,1st Round,Stephens S.,Sierra S.,2,0.012961508248232556,0.025923016496465112,5.527638190954787
Canadian Open,WTA,1st Round,McNally C.,Maria T.,2,0.0170591933455847,0.0341183866911694,3.8461538461538547
Canadian Open,WTA,1st Round,Sonmez Z.,Marino R.,2,0.002344259621656797,0.004688519243313594,1.538461538461533
Canadian Open,WTA,2nd Round,Golubic V.,Vekic D.,2,0.0052253804191789155,0.010450760838357831,10.185185185185164
Canadian Open,WTA,2nd Round,Andreeva M.,Pliskova Ka.,2,0.009617745764099184,0.019235491528198367,2.5000000000000133
Canadian Open,WTA,2nd Round,McNally C.,Noskova L.,2,0.003663003663003664,0.007326007326007328,7.238605898123329
Canadian Open,WTA,2nd Round,Samsonova L.,Krejcikova B.,2,0.0027491579155934087,0.0054983158311868174,3.9301310043668103
Canadian Open,WTA,2nd Round,Osaka N.,Udvardy P.,2,0.016408817072530668,0.032817634145061336,1.8867924528301883
Canadian Open,WTA,2nd Round,Mertens E.,Bondar A.,2,0.007519559128351727,0.015039118256703454,0.7518796992481258
Canadian Open,WTA,2nd Round,Sakkari M.,Sonmez Z.,2,0.005411792508566715,0.01082358501713343,4.487179487179471
Canadian Open,WTA,2nd Round,Gauff C.,Day K.,2,0.006104807332280526,0.012209614664561053,1.869158878504673
Canadian Open,WTA,2nd Round,Korneeva A.,Navarro E.,2,0.01190161332980691,0.02380322665961382,3.5714285714285587
Canadian Open,WTA,2nd Round,Li A.,Cross K.,2,0.0097943722943723,0.0195887445887446,0.78125
Canadian Open,WTA,2nd Round,Pegula J.,Frech M.,2,0.010288065843621408,0.020576131687242816,1.81818181818183
Canadian Open,WTA,2nd Round,Sabalenka A.,Uchijima M.,2,0.015915603078508922,0.031831206157017844,1.9230769230769162
Canadian Open,WTA,2nd Round,Anisimova A.,Tararudee L.,2,0.008485888634630012,0.016971777269260024,3.571428571428581
Canadian Open,WTA,2nd Round,Bartunkova N.,Tauson C.,2,0.007518796992481203,0.015037593984962405,8.808290155440424
Canadian Open,WTA,2nd Round,Jovic I.,Linette M.,2,0.00014208315768110547,0.00028416631536221093,1.6260162601626105
Canadian Open,WTA,2nd Round,Townsend T.,Bouzkova M.,2,0.011562849682954096,0.023125699365908192,4.761904761904767
Canadian Open,WTA,2nd Round,Rybakina E.,Kasatkina D.,2,0.008564641657780425,0.01712928331556085,1.7699115044247815
Canadian Open,WTA,2nd Round,Bencic B.,Stephens S.,2,0.007712963491972924,0.015425926983945848,4.464285714285698
Canadian Open,WTA,2nd Round,Fernandez L.A.,Zarazua R.,2,0.006204614394705432,0.012409228789410864,5.343511450381677
Canadian Open,WTA,2nd Round,Eala A.,Parks A.,2,0.0023427838417046654,0.004685567683409331,3.3898305084745894
Canadian Open,WTA,3rd Round,Alexandrova E.,Gibson T.,2,0.0018421052631579227,0.0036842105263158453,2.77777777777779
Canadian Open,WTA,3rd Round,Swiatek I.,Golubic V.,2,0.008049525940418634,0.016099051880837267,0.9433962264151052
Canadian Open,WTA,3rd Round,Shnaider D.,Kalinskaya A.,2,0.004534755801161472,0.009069511602322944,2.941176470588247
Canadian Open,WTA,3rd Round,Pegula J.,Rakhimova K.,2,0.01363766867642835,0.0272753373528567,0.917431192660545
Canadian Open,WTA,3rd Round,Kostyuk M.,Keys M.,2,0.001967966953742961,0.003935933907485922,1.1695906432748648
Canadian Open,WTA,3rd Round,Anisimova A.,Bartunkova N.,2,0.004426994544834584,0.008853989089669168,2.0408163265306145
Canadian Open,WTA,2nd Round,Joint M.,Cirstea S.,2,0.008239024996890942,0.016478049993781885,8.024691358024683
Canadian Open,WTA,3rd Round,Fernandez L.A.,Andreeva M.,2,0.0066041247859429525,0.013208249571885905,4.819277108433728
Canadian Open,WTA,3rd Round,Samsonova L.,Joint M.,2,0.006996017651490716,0.013992035302981431,1.4925373134328401
Canadian Open,WTA,3rd Round,Osaka N.,Mertens E.,2,0.012521262521262566,0.025042525042525132,1.449275362318847
Canadian Open,WTA,3rd Round,Rybakina E.,Li A.,2,0.003089548737369552,0.006179097474739104,0.8771929824561431
Canadian Open,WTA,3rd Round,Svitolina E.,Potapova A.,2,0.0032894736842105643,0.006578947368421129,2.941176470588225
Canadian Open,WTA,3rd Round,Sabalenka A.,Zhang S.,2,0.014919188666370875,0.02983837733274175,0.952380952380949
Canadian Open,WTA,3rd Round,Korneeva A.,Jovic I.,2,0.004992558366839206,0.009985116733678412,4.166666666666652
Canadian Open,WTA,3rd Round,Gauff C.,Sakkari M.,2,0.006371562709590883,0.012743125419181767,1.6260162601626105
Canadian Open,WTA,3rd Round,Bencic B.,Townsend T.,2,0.004542765382014924,0.009085530764029848,0.7575757575757569
Canadian Open,WTA,3rd Round,Eala A.,McNally C.,2,0.006313131313131326,0.012626262626262652,1.449275362318847
Canadian Open,WTA,4th Round,Swiatek I.,Kostyuk M.,2,0.0032315613710962587,0.0064631227421925175,1.21212121212122
Canadian Open,WTA,4th Round,Shnaider D.,Pegula J.,2,0.01805484585249531,0.03610969170499062,7.692307692307687
Canadian Open,WTA,4th Round,Gauff C.,Korneeva A.,2,0.017924197408599463,0.035848394817198925,1.5748031496062964
Canadian Open,WTA,4th Round,Rybakina E.,Samsonova L.,2,0.007554071246819283,0.015108142493638566,3.100775193798455
Canadian Open,WTA,4th Round,Alexandrova E.,Sabalenka A.,2,0.005897574035981332,0.011795148071962663,22.64150943396226
Canadian Open,WTA,4th Round,Svitolina E.,Anisimova A.,2,0.0044534763057765825,0.008906952611553165,33.33333333333335
Canadian Open,WTA,4th Round,Osaka N.,Fernandez L.A.,2,0.0010135633200648586,0.002027126640129717,2.941176470588225
Canadian Open,WTA,4th Round,Bencic B.,Eala A.,2,0.002506265664160401,0.005012531328320802,1.1173184357541999
Canadian Open,WTA,Quarterfinals,Swiatek I.,Shnaider D.,2,0.011497553841954944,0.022995107683909888,2.3076923076922995
Canadian Open,WTA,Quarterfinals,Svitolina E.,Alexandrova E.,2,0.0032894736842105643,0.006578947368421129,2.941176470588225
Canadian Open,WTA,Quarterfinals,Gauff C.,Bencic B.,2,0.0011470574465096695,0.002294114893019339,1.9480519480519431
Canadian Open,WTA,Quarterfinals,Rybakina E.,Osaka N.,2,0.0037688442211055717,0.007537688442211143,17.801047120418858
Canadian Open,WTA,Semifinals,Rybakina E.,Gauff C.,2,0.00028710881424065526,0.0005742176284813105,2.7397260273972712
Canadian Open,WTA,Semifinals,Swiatek I.,Svitolina E.,2,0.0066591374019774885,0.013318274803954977,1.4084507042253502
Canadian Open,WTA,The Final,Swiatek I.,Rybakina E.,2,0.008026781790450521,0.016053563580901042,3.4482758620689724
Cincinnati,ATP,1st Round,Landaluce M.,Draper J.,2,0.003289473684210509,0.006578947368421018,3.5031847133757843
Cincinnati,ATP,1st Round,Norrie C.,Prizmic D.,2,0.0032194994074374317,0.006438998814874863,2.7397260273972712
Cincinnati,ATP,1st Round,Struff J.L.,Burruchaga R.,2,0.01115631972699832,0.02231263945399664,4.046242774566489
Cincinnati,ATP,1st Round,Tirante T.A.,Choinski J.,2,0.0014088149253569937,0.0028176298507139874,2.77777777777779
Cincinnati,ATP,1st Round,Shapovalov D.,Mannarino A.,2,0.001967966953742961,0.003935933907485922,1.1560693641618602
Cincinnati,ATP,1st Round,Kecmanovic M.,Ugo Carabelli C.,2,0.01135651629072676,0.02271303258145352,0.0
Cincinnati,ATP,1st Round,Navone M.,Collignon R.,2,0.002890986773095877,0.005781973546191754,1.382488479262678
Cincinnati,ATP,1st Round,Atmane T.,Fucsovics M.,2,0.008482300442027857,0.016964600884055714,1.3986013986013957
Cincinnati,ATP,1st Round,Hijikata R.,Monfils G.,2,0.0060422373763867054,0.012084474752773411,3.2863849765258246
Cincinnati,ATP,1st Round,Bellucci M.,Svajda Z.,2,0.00524686347719211,0.01049372695438422,2.4193548387096753
Cincinnati,ATP,1st Round,Vallejo D.,Jacquet K.,2,0.008482300442027968,0.016964600884055936,2.8368794326241176
Cincinnati,ATP,1st Round,Halys Q.,Kopriva V.,2,0.016964119724855953,0.033928239449711906,3.703703703703698
Cincinnati,ATP,1st Round,Hurkacz H.,Shimabukuro S.,2,0.0097943722943723,0.0195887445887446,0.78125
Cincinnati,ATP,1st Round,Altmaier D.,Wong C.,2,0.003444999540258037,0.006889999080516074,3.4782608695652195
Cincinnati,ATP,1st Round,Tsitsipas S.,Royer V.,2,0.001118221855216095,0.00223644371043219,0.7751937984496138
Cincinnati,ATP,1st Round,Baez S.,Dimitrov G.,2,0.002413801706501656,0.004827603413003312,2.678571428571419
Cincinnati,ATP,1st Round,Hanfmann Y.,Van Assche L.,2,0.016006072622810286,0.03201214524562057,2.857142857142869
Cincinnati,ATP,1st Round,Berrettini M.,Droguet T.,2,0.0001627784325087811,0.0003255568650175622,1.1695906432748648
Cincinnati,ATP,1st Round,Carreno Busta P.,Machac T.,2,0.0006578947368420796,0.001315789473684159,4.9450549450549275
Cincinnati,ATP,1st Round,Duckworth J.,Wolf J.J.,2,0.0006844201095072278,0.0013688402190144555,3.9301310043668103
Cincinnati,ATP,1st Round,O Connell C.,Majchrzak K.,2,0.0042234373583879825,0.008446874716775965,3.3057851239669533
Cincinnati,ATP,1st Round,Van De Zandschulp B.,Shevchenko A.,2,0.010626746145754429,0.021253492291508858,2.7397260273972712
Cincinnati,ATP,1st Round,Michelsen A.,De Jong J.,2,0.004649679836331244,0.009299359672662488,1.7094017094017033
Cincinnati,ATP,1st Round,Cerundolo J.M.,Lajal M.,2,0.01190161332980691,0.02380322665961382,4.712041884816753
Cincinnati,ATP,1st Round,Borges N.,Kokkinakis T.,2,0.006313131313131326,0.012626262626262652,0.7194244604316502
Cincinnati,ATP,1st Round,Sonego L.,Shang J.,2,0.007653061224489804,0.015306122448979609,2.6666666666666616
Cincinnati,ATP,1st Round,Walton A.,Mejia N.,2,0.001385620029687784,0.002771240059375568,2.7027027027026973
