event,tour,round,winner,loser,n_books,cross_book_std,cross_book_range,max_over_avg_pct
Cincinnati,ATP,1st Round,Trungelliti M.,Medjedovic H.,2,0.0008895638967237607,0.0017791277934475214,3.7735849056603765
Cincinnati,ATP,1st Round,Zheng M.,Marozsan F.,2,0.006322093343848757,0.012644186687697512,1.81818181818183
Cincinnati,ATP,1st Round,Merida Aguilar D.,Cilic M.,2,0.010166166845847702,0.020332333691695403,3.0303030303030276
Cincinnati,ATP,1st Round,Faria J.,Brooksby J.,2,0.0031234444997511324,0.006246888999502265,5.990783410138234
Cincinnati,ATP,1st Round,Kovacevic A.,Khachanov K.,2,0.003289473684210509,0.006578947368421018,8.843537414965997
Cincinnati,ATP,2nd Round,Cobolli F.,Kecmanovic M.,2,0.007318518325595991,0.014637036651191981,4.046242774566489
Cincinnati,ATP,2nd Round,Blockx A.,Navone M.,2,0.0014765596160944972,0.0029531192321889943,2.4539877300613577
Cincinnati,ATP,2nd Round,Landaluce M.,Arnaldi M.,2,0.018323586744639353,0.036647173489278706,5.263157894736836
Cincinnati,ATP,2nd Round,Vallejo D.,Vacherot V.,2,0.013436627976416676,0.026873255952833353,3.8461538461538547
Cincinnati,ATP,2nd Round,Tirante T.A.,Djokovic N.,2,0.0008658008658008615,0.001731601731601723,6.10079575596818
Cincinnati,ATP,2nd Round,Mensik J.,Bellucci M.,2,0.006371562709590883,0.012743125419181767,2.400000000000002
Cincinnati,ATP,2nd Round,Tabilo A.,Struff J.L.,2,0.00752277579001176,0.01504555158002352,1.9480519480519431
Cincinnati,ATP,2nd Round,De Minaur A.,Halys Q.,2,0.005527765695229836,0.011055531390459672,2.941176470588225
Cincinnati,ATP,2nd Round,Hijikata R.,Darderi L.,2,0.004954272908969798,0.009908545817939596,5.932203389830515
Cincinnati,ATP,2nd Round,Atmane T.,Etcheverry T.,2,0.0008924505964848506,0.0017849011929697012,1.9480519480519431
Cincinnati,ATP,2nd Round,Paul T.,Hurkacz H.,2,7.850462293418876e-17,1.1102230246251565e-16,1.6666666666666607
Cincinnati,ATP,2nd Round,Fery A.,Duckworth J.,2,0.004363924887595849,0.008727849775191698,3.80434782608694
Cincinnati,ATP,2nd Round,Lehecka J.,Berrettini M.,2,0.000889563896723844,0.001779127793447688,3.4482758620689724
Cincinnati,ATP,2nd Round,Jodar R.,Shapovalov D.,2,0.006313131313131326,0.012626262626262652,2.1897810218977964
Cincinnati,ATP,2nd Round,Fils A.,Hanfmann Y.,2,0.0056908527910286,0.0113817055820572,1.6129032258064502
Cincinnati,ATP,2nd Round,Zverev A.,Norrie C.,2,0.02486691460657775,0.0497338292131555,2.4590163934426146
Cincinnati,ATP,2nd Round,Zheng M.,Humbert U.,2,0.002506265664160373,0.005012531328320746,3.0927835051546504
Cincinnati,ATP,2nd Round,Medvedev D.,Trungelliti M.,2,0.0058975740359813456,0.011795148071962691,1.7391304347826209
Cincinnati,ATP,2nd Round,O Connell C.,Ruud C.,2,0.002738998825336597,0.005477997650673194,3.3057851239669533
Cincinnati,ATP,2nd Round,Cerundolo J.M.,Rinderknech A.,2,0.013288167825518504,0.02657633565103701,2.941176470588247
Cincinnati,ATP,2nd Round,Fonseca J.,Van De Zandschulp B.,2,0.00843454790823217,0.01686909581646434,1.4814814814814836
Cincinnati,ATP,2nd Round,Auger-Aliassime F.,Tsitsipas S.,2,0.004977960176318574,0.009955920352637149,2.9940119760479167
Cincinnati,ATP,2nd Round,Musetti L.,Altmaier D.,2,0.00014208315768110547,0.00028416631536221093,0.8196721311475308
Cincinnati,ATP,2nd Round,Fritz T.,Michelsen A.,2,0.006791049253104531,0.013582098506209062,1.9354838709677358
Cincinnati,ATP,2nd Round,Nakashima B.,Kovacevic A.,2,0.008265615041427643,0.016531230082855286,0.7751937984496138
Cincinnati,ATP,2nd Round,Borges N.,Cerundolo F.,2,0.002656544018543705,0.00531308803708741,2.941176470588247
Cincinnati,ATP,2nd Round,Rublev A.,Carreno Busta P.,2,0.014229013178374994,0.028458026356749988,2.857142857142869
Cincinnati,ATP,2nd Round,Tien L.,Baez S.,2,0.00690410175160644,0.01380820350321288,1.5625
Cincinnati,ATP,2nd Round,Merida Aguilar D.,Bergs Z.,2,0.008662554140963397,0.017325108281926793,4.6242774566473965
Cincinnati,ATP,2nd Round,Walton A.,Buse I.,2,0.0034449995402580647,0.006889999080516129,2.5316455696202445
Cincinnati,ATP,2nd Round,Faria J.,Shelton B.,2,0.005973672999712021,0.011947345999424042,5.708245243128962
Cincinnati,ATP,2nd Round,Tiafoe F.,Sonego L.,2,0.0006498877466619146,0.0012997754933238292,1.2903225806451646
Cincinnati,ATP,3rd Round,Cobolli F.,Blockx A.,2,0.008662554140963341,0.017325108281926682,1.5151515151515138
Cincinnati,ATP,3rd Round,Tirante T.A.,Landaluce M.,2,0.001967966953742961,0.003935933907485922,3.592814371257491
Cincinnati,ATP,3rd Round,De Minaur A.,Fery A.,2,0.001957372770769905,0.00391474554153981,1.6666666666666607
Cincinnati,ATP,3rd Round,Jodar R.,Tabilo A.,2,0.0014822134387352248,0.0029644268774704496,0.7194244604316502
Cincinnati,ATP,3rd Round,Mensik J.,Hijikata R.,2,0.012591575091575102,0.025183150183150205,3.200000000000003
Cincinnati,ATP,3rd Round,Zverev A.,Atmane T.,2,0.008564641657780425,0.01712928331556085,1.7391304347826209
Cincinnati,ATP,3rd Round,Fils A.,Lehecka J.,2,0.00783747233833293,0.01567494467666586,2.5316455696202445
Cincinnati,ATP,3rd Round,Paul T.,Vallejo D.,2,0.00810675979047143,0.01621351958094286,1.6666666666666607
Cincinnati,ATP,3rd Round,O Connell C.,Fonseca J.,2,0.008995625980028066,0.01799125196005613,5.633802816901423
Cincinnati,ATP,3rd Round,Borges N.,Rublev A.,2,0.006842619745845574,0.013685239491691148,5.882352941176494
Cincinnati,ATP,3rd Round,Fritz T.,Merida Aguilar D.,2,0.009617745764099184,0.019235491528198367,1.6666666666666607
Cincinnati,ATP,3rd Round,Musetti L.,Zheng M.,2,0.0026142292357503316,0.005228458471500663,2.0408163265306145
Cincinnati,ATP,3rd Round,Nakashima B.,Medvedev D.,2,0.0014765596160944694,0.002953119232188939,1.382488479262678
Cincinnati,ATP,3rd Round,Faria J.,Walton A.,2,0.0007745589140937814,0.0015491178281875628,3.0864197530864113
Cincinnati,ATP,3rd Round,Auger-Aliassime F.,Cerundolo J.M.,2,0.001255332053971825,0.00251066410794365,0.8474576271186418
Cincinnati,ATP,3rd Round,Tiafoe F.,Tien L.,2,0.008662554140963341,0.017325108281926682,3.960396039603964
Cincinnati,ATP,4th Round,Cobolli F.,Jodar R.,2,0.0010293148880105851,0.0020586297760211703,4.790419161676662
Cincinnati,ATP,4th Round,Tirante T.A.,Mensik J.,2,0.0024219722628451568,0.0048439445256903135,2.6119402985074647
Cincinnati,ATP,4th Round,Paul T.,Zverev A.,2,0.002765004402737775,0.00553000880547555,7.9365079365079305
Cincinnati,ATP,4th Round,Fils A.,De Minaur A.,2,0.00752277579001176,0.01504555158002352,1.9480519480519431
Cincinnati,ATP,4th Round,Nakashima B.,Borges N.,2,0.003030840127614287,0.006061680255228574,4.575163398692816
Cincinnati,ATP,4th Round,Fritz T.,O Connell C.,2,0.0018581969144866872,0.0037163938289733744,1.85185185185186
Cincinnati,ATP,4th Round,Musetti L.,Faria J.,2,0.0010293148880105019,0.0020586297760210037,2.2900763358778553
Cincinnati,ATP,4th Round,Tiafoe F.,Auger-Aliassime F.,2,0.0051710421638822834,0.010342084327764567,1.4760147601476037
Cincinnati,ATP,Quarterfinals,Cobolli F.,Paul T.,2,0.0006844201095072278,0.0013688402190144555,4.484304932735439
Cincinnati,ATP,Quarterfinals,Fils A.,Tirante T.A.,2,0.009101417336444595,0.01820283467288919,0.78125
Cincinnati,ATP,Quarterfinals,Nakashima B.,Fritz T.,2,0.0027674792001167736,0.005534958400233547,2.008032128514059
Cincinnati,ATP,Quarterfinals,Tiafoe F.,Musetti L.,2,0.0,0.0,2.6737967914438387
Cincinnati,ATP,Semifinals,Fils A.,Cobolli F.,2,0.0002758468498290645,0.000551693699658129,1.4925373134328401
Cincinnati,ATP,Semifinals,Tiafoe F.,Nakashima B.,2,0.007518796992481203,0.015037593984962405,2.0408163265306145
Cincinnati,ATP,The Final,Fils A.,Tiafoe F.,2,0.003676273852970424,0.007352547705940848,3.4482758620689724
Cincinnati,WTA,1st Round,Sonmez Z.,Kasatkina D.,2,0.003840703765685044,0.007681407531370088,2.3255813953488413
Cincinnati,WTA,1st Round,Kalinina A.,Vidmanova D.,2,0.005582137161084466,0.011164274322168932,10.497237569060779
Cincinnati,WTA,1st Round,Rakhimova K.,Birrell K.,2,0.010000000000000009,0.020000000000000018,4.712041884816753
Cincinnati,WTA,1st Round,Townsend T.,Osorio M.,2,0.0042234373583879825,0.008446874716775965,2.564102564102577
Cincinnati,WTA,1st Round,Waltert S.,Marcinko P.,2,0.001851362073525542,0.003702724147051084,1.5075376884422065
Cincinnati,WTA,1st Round,Boisson L.,Krueger A.,2,0.003003075148952511,0.006006150297905022,9.324758842443725
Cincinnati,WTA,1st Round,Frech M.,Ruzic A.,2,0.010790914803842366,0.021581829607684733,3.8461538461538547
Cincinnati,WTA,1st Round,Ruse E.G.,Linette M.,2,0.0044534763057765825,0.008906952611553165,1.2499999999999956
Cincinnati,WTA,1st Round,Parry D.,Dolehide C.,2,0.006230942595784161,0.012461885191568323,2.564102564102577
Cincinnati,WTA,1st Round,Maria T.,Yastremska D.,2,0.0012828071448470757,0.0025656142896941514,1.7341040462427681
Cincinnati,WTA,1st Round,Bucsa C.,Udvardy P.,2,0.008355061926490492,0.016710123852980985,4.8484848484848575
Cincinnati,WTA,1st Round,Boulter K.,Volynets K.,2,0.014069828035435133,0.028139656070870267,3.960396039603964
Cincinnati,WTA,1st Round,McNally C.,Kessler M.,2,0.00992351163435079,0.01984702326870158,1.744186046511631
Cincinnati,WTA,1st Round,Stefanini L.,Cocciaretto E.,2,0.002154450911996897,0.004308901823993794,1.1029411764705843
Cincinnati,WTA,1st Round,Bejlek S.,Pliskova Ka.,2,0.0037120509081267627,0.0074241018162535255,2.259887005649719
Cincinnati,WTA,1st Round,Bouzas Maneiro J.,Bondar A.,2,6.100350770171792e-05,0.00012200701540343584,1.2658227848101333
Cincinnati,WTA,1st Round,Snigur D.,Starodubtseva Y.,2,0.007286136348490568,0.014572272696981137,1.3513513513513598
Cincinnati,WTA,1st Round,Bartunkova N.,Charaeva A.,2,0.007056647848939057,0.014113295697878114,2.857142857142869
Cincinnati,WTA,1st Round,Blinkova A.,Sawangkaew M.,2,0.005307214925803966,0.010614429851607932,1.9417475728155331
Cincinnati,WTA,1st Round,Korpatsch T.,Joint M.,2,0.009070525886669428,0.018141051773338857,5.263157894736836
Cincinnati,WTA,1st Round,Stearns P.,Dart H.,2,0.006833367078355912,0.013666734156711824,1.4285714285714235
Cincinnati,WTA,1st Round,Arango E.,Williams V.,2,0.004137782906429299,0.008275565812858598,1.5037593984962516
Cincinnati,WTA,1st Round,Gibson T.,Tagger L.,2,0.00916071749955008,0.01832143499910016,3.734439834024883
Cincinnati,WTA,1st Round,Golubic V.,Parks A.,2,0.010656789057911065,0.02131357811582213,2.614379084967333
Cincinnati,WTA,1st Round,Oliynykova O.,Kalieva E.,2,0.0014088149253571047,0.0028176298507142095,2.9962546816479474
Cincinnati,WTA,1st Round,Wang Xiy.,Timofeeva M.,2,0.0017406007559180314,0.003481201511836063,0.7194244604316502
Cincinnati,WTA,1st Round,Wang Xin.,Vandewinkel H.,2,0.004408060453400531,0.008816120906801062,2.6881720430107503
Cincinnati,WTA,1st Round,Samsonova L.,Putintseva Y.,2,0.0017543859649122862,0.0035087719298245723,1.4925373134328401
Cincinnati,WTA,1st Round,Valentova T.,Stoiana M.,2,0.00616249260500884,0.01232498521001768,2.941176470588225
Cincinnati,WTA,1st Round,Stephens S.,Kraus S.,2,0.009099795495761981,0.018199590991523962,2.3809523809523725
Cincinnati,WTA,1st Round,Kenin S.,Lys E.,2,0.004270831359021482,0.008541662718042964,2.3255813953488413
Cincinnati,WTA,1st Round,Zhang S.,Day K.,2,0.004342105263157897,0.008684210526315794,2.499999999999991
Cincinnati,WTA,2nd Round,Chwalinska M.,Bucsa C.,2,0.007518796992481203,0.015037593984962405,3.0927835051546504
Cincinnati,WTA,2nd Round,Anisimova A.,Sonmez Z.,2,0.003637141634574237,0.007274283269148474,1.6666666666666607
Cincinnati,WTA,2nd Round,Eala A.,Ruse E.G.,2,0.006313131313131326,0.012626262626262652,1.449275362318847
Cincinnati,WTA,2nd Round,Kalinskaya A.,McNally C.,2,0.00844520073107713,0.01689040146215426,3.703703703703698
Cincinnati,WTA,2nd Round,Shnaider D.,Maria T.,2,0.00899562598002801,0.01799125196005602,0.8064516129032251
Cincinnati,WTA,2nd Round,Frech M.,Ostapenko J.,2,0.004342105263157897,0.008684210526315794,3.0927835051546504
Cincinnati,WTA,2nd Round,Noskova L.,Boulter K.,2,0.004352278545826982,0.008704557091653964,1.6000000000000014
Cincinnati,WTA,2nd Round,Cirstea S.,Bartunkova N.,2,0.002348635046515224,0.004697270093030448,1.9108280254777066
Cincinnati,WTA,2nd Round,Pegula J.,Waltert S.,2,0.017935540196051203,0.035871080392102406,1.904761904761898
Cincinnati,WTA,2nd Round,Sakkari M.,Rakhimova K.,2,0.005460760575416612,0.010921521150833224,1.324503311258285
Cincinnati,WTA,2nd Round,Navarro E.,Kalinina A.,2,0.003953601576691612,0.007907203153383224,1.3157894736842035
Cincinnati,WTA,2nd Round,Parry D.,Mertens E.,2,0.006204972764013328,0.012409945528026656,5.932203389830515
Cincinnati,WTA,2nd Round,Tauson C.,Stearns P.,2,0.005050505050505083,0.010101010101010166,7.526881720430101
Cincinnati,WTA,2nd Round,Boisson L.,Bencic B.,2,0.015099223468507325,0.03019844693701465,11.111111111111116
Cincinnati,WTA,2nd Round,Bejlek S.,Krejcikova B.,2,0.0042234373583879825,0.008446874716775965,0.8403361344537785
Cincinnati,WTA,2nd Round,Andreeva M.,Oliynykova O.,2,0.006104807332280526,0.012209614664561053,0.9433962264151052
Cincinnati,WTA,2nd Round,Rybakina E.,Townsend T.,2,0.0097943722943723,0.0195887445887446,0.78125
Cincinnati,WTA,2nd Round,Tjen J.,Golubic V.,2,0.010657894736842088,0.021315789473684177,2.2346368715083775
Cincinnati,WTA,2nd Round,Wang Xin.,Vekic D.,2,0.001967966953742961,0.003935933907485922,1.1695906432748648
Cincinnati,WTA,2nd Round,Keys M.,Snigur D.,2,0.007056647848939057,0.014113295697878114,2.941176470588225
Cincinnati,WTA,2nd Round,Swiatek I.,Arango E.,2,0.0019799987765610205,0.003959997553122041,0.9803921568627416
Cincinnati,WTA,2nd Round,Bouzkova M.,Stefanini L.,2,0.007260903287393372,0.014521806574786744,1.6666666666666607
Cincinnati,WTA,2nd Round,Li A.,Zhang S.,2,0.0010365460052634279,0.0020730920105268558,1.8867924528301883
Cincinnati,WTA,2nd Round,Sabalenka A.,Gibson T.,2,0.006017335334604412,0.012034670669208825,1.8018018018017834
Cincinnati,WTA,2nd Round,Kostyuk M.,Kenin S.,2,0.0045752232055321085,0.009150446411064217,0.92592592592593
Cincinnati,WTA,2nd Round,Siniakova K.,Bouzas Maneiro J.,2,0.001256281407035209,0.002512562814070418,5.263157894736836
Cincinnati,WTA,2nd Round,Alexandrova E.,Blinkova A.,2,0.0027650044027378584,0.005530008805475717,3.0303030303030276
Cincinnati,WTA,2nd Round,Wang Xiy.,Fernandez L.A.,2,0.004977960176318574,0.009955920352637149,3.139013452914785
Cincinnati,WTA,2nd Round,Jovic I.,Korpatsch T.,2,0.0018581969144866872,0.0037163938289733744,0.9345794392523477
Cincinnati,WTA,2nd Round,Stephens S.,Potapova A.,2,0.0051710421638822834,0.010342084327764567,1.8518518518518379
Cincinnati,WTA,2nd Round,Gauff C.,Samsonova L.,2,0.0008658008658008476,0.0017316017316016952,1.5748031496062964
Cincinnati,WTA,2nd Round,Svitolina E.,Valentova T.,2,0.013342921061041901,0.026685842122083803,1.6129032258064502
Cincinnati,WTA,3rd Round,Parry D.,Boisson L.,2,0.006926952141057957,0.013853904282115914,7.14285714285714
Cincinnati,WTA,3rd Round,Swiatek I.,Sakkari M.,2,0.01237301288849646,0.02474602577699292,1.8018018018017834
Cincinnati,WTA,3rd Round,Rybakina E.,Frech M.,2,0.008164205373594025,0.01632841074718805,0.0
Cincinnati,WTA,3rd Round,Cirstea S.,Kalinskaya A.,2,0.006876487701666156,0.013752975403332313,1.104972375690605
Cincinnati,WTA,3rd Round,Shnaider D.,Chwalinska M.,2,0.00462402475114343,0.00924804950228686,2.3809523809523725
Cincinnati,WTA,3rd Round,Noskova L.,Tauson C.,2,0.004792910110327342,0.009585820220654684,4.477611940298498
Cincinnati,WTA,3rd Round,Pegula J.,Navarro E.,2,0.004649679836331244,0.009299359672662488,2.521008403361358
Cincinnati,WTA,3rd Round,Anisimova A.,Eala A.,2,0.002506265664160401,0.005012531328320802,2.8089887640449396
Cincinnati,WTA,3rd Round,Keys M.,Siniakova K.,2,0.00366300366300365,0.0073260073260073,0.8064516129032251
Cincinnati,WTA,3rd Round,Andreeva M.,Tjen J.,2,0.009171965534575777,0.018343931069151553,0.8928571428571175
Cincinnati,WTA,3rd Round,Wang Xiy.,Svitolina E.,2,0.001680107526881719,0.003360215053763438,6.534090909090917
Cincinnati,WTA,3rd Round,Gauff C.,Li A.,2,0.014025245441795287,0.028050490883590573,0.8928571428571175
Cincinnati,WTA,3rd Round,Kostyuk M.,Stephens S.,2,0.007712963491972924,0.015425926983945848,2.702702702702675
Cincinnati,WTA,3rd Round,Bejlek S.,Alexandrova E.,2,0.008145363408521344,0.01629072681704269,3.80434782608694
Cincinnati,WTA,3rd Round,Sabalenka A.,Wang Xin.,2,0.0022573425071247266,0.004514685014249453,0.9345794392523477
Cincinnati,WTA,3rd Round,Bouzkova M.,Jovic I.,2,0.010842469011283745,0.02168493802256749,5.200000000000005
Cincinnati,WTA,4th Round,Swiatek I.,Parry D.,2,0.005273041436054116,0.010546082872108231,0.0
Cincinnati,WTA,4th Round,Pegula J.,Cirstea S.,2,0.003916040100250651,0.007832080200501301,0.78125
Cincinnati,WTA,4th Round,Kostyuk M.,Andreeva M.,2,0.0037641967230108153,0.007528393446021631,3.7735849056603765
Cincinnati,WTA,4th Round,Anisimova A.,Noskova L.,2,0.0050505050505050275,0.010101010101010055,2.0942408376963373
Cincinnati,WTA,4th Round,Rybakina E.,Shnaider D.,2,0.0010135633200648586,0.002027126640129717,2.941176470588225
Cincinnati,WTA,4th Round,Gauff C.,Bouzkova M.,2,0.0056908527910286,0.0113817055820572,1.6129032258064502
Cincinnati,WTA,4th Round,Keys M.,Wang Xiy.,2,0.00366300366300365,0.0073260073260073,0.8064516129032251
Cincinnati,WTA,4th Round,Bejlek S.,Sabalenka A.,2,0.007343892660077012,0.014687785320154023,11.940298507462677
Cincinnati,WTA,Quarterfinals,Pegula J.,Anisimova A.,2,0.0012828071448470757,0.0025656142896941514,0.5813953488372103
Cincinnati,WTA,Quarterfinals,Swiatek I.,Rybakina E.,2,0.002749157915593492,0.005498315831186984,0.6211180124223503
Cincinnati,WTA,Quarterfinals,Bejlek S.,Keys M.,2,0.0032194994074373207,0.006438998814874641,3.383458646616533
Cincinnati,WTA,Quarterfinals,Gauff C.,Kostyuk M.,2,0.002182026988228558,0.004364053976457116,3.592814371257491
Cincinnati,WTA,Semifinals,Pegula J.,Swiatek I.,2,0.003918495297805608,0.007836990595611215,8.47457627118644
Cincinnati,WTA,Semifinals,Gauff C.,Bejlek S.,2,0.006604124785943022,0.013208249571886044,1.6393442622950838
Cincinnati,WTA,The Final,Gauff C.,Pegula J.,2,0.006149561273784909,0.012299122547569818,3.7267080745341463
