player,hard_elo,clay_elo,grass_elo,overall_elo,hard_matches,clay_matches,grass_matches
Merida D.,1512.8844348785988,1512.8844348785988,1512.8844348785988,1512.8844348785988,1,9,1
Den Ouden G.,1512.3945233025797,1512.3945233025797,1512.3945233025797,1512.3945233025797,2,0,0
Holmgren A.,1511.8637959836547,1511.8637959836547,1511.8637959836547,1511.8637959836547,2,0,3
Kwon S.,1511.5429340092253,1511.5429340092253,1511.5429340092253,1511.5429340092253,0,0,2
Mannarino A.,1524.9374453382197,1322.9354891482685,1548.1219691994563,1511.1088996346873,155,22,44
Bailly G.A.,1511.0041740015909,1511.0041740015909,1511.0041740015909,1511.0041740015909,2,0,0
Butvilas E.,1510.7972083536445,1510.7972083536445,1510.7972083536445,1510.7972083536445,0,2,0
Muller A.,1496.9178580217194,1532.2247306421766,1510.433795768765,1510.433795768765,66,49,8
Hussey G.,1510.2792740635844,1510.2792740635844,1510.2792740635844,1510.2792740635844,0,0,4
Gaubas V.,1508.6757554526546,1513.1152713139877,1508.6757554526546,1508.6757554526546,0,12,1
Kouame M.,1508.1785924280475,1508.1785924280475,1508.1785924280475,1508.1785924280475,3,4,0
Faria J.,1506.5758596919202,1506.2759297002267,1506.5758596919202,1506.5758596919202,5,18,3
Landaluce M.,1554.5784378104765,1478.3420989141528,1506.3702724640373,1506.3702724640373,10,15,5
Gray A.,1506.2308936657073,1506.2308936657073,1506.2308936657073,1506.2308936657073,0,0,2
Nanda G.,1506.196742015902,1506.196742015902,1506.196742015902,1506.196742015902,2,0,0
Bennani K.,1506.0544737558225,1506.0544737558225,1506.0544737558225,1506.0544737558225,0,2,0
Celikbilek A.,1505.9793023266297,1505.9793023266297,1505.9793023266297,1505.9793023266297,2,0,0
Vilella Martinez M.,1504.1495977226455,1504.1495977226455,1504.1495977226455,1504.1495977226455,0,2,0
Erler A.,1503.331771025305,1503.331771025305,1503.331771025305,1503.331771025305,0,2,0
Purcell M.,1464.9069040011473,1453.3932931580864,1468.4979305595527,1503.2701041102964,45,11,14
Pecotic M.,1502.4432381652732,1502.4432381652732,1502.4432381652732,1502.4432381652732,2,0,0
Varillas J. P.,1501.7364962514587,1518.2779342171993,1501.7364962514587,1501.7364962514587,2,14,0
Tarvet O.,1501.4874981107375,1501.4874981107375,1501.4874981107375,1501.4874981107375,0,0,3
Arseneault N.,1501.3468738562246,1501.3468738562246,1501.3468738562246,1501.3468738562246,2,0,0
Harrison C.,1501.2780044869658,1501.2780044869658,1501.2780044869658,1501.2780044869658,0,1,1
Mpetshi G.,1498.7728079129292,1470.9111015650424,1478.8536807058015,1501.0866222589325,60,18,17
Murray A.,1525.3371678960668,1500.7080493744907,1526.1950673107735,1500.7080493744907,90,7,15
Jorda Sanchis D.,1500.5312215528647,1500.5312215528647,1500.5312215528647,1500.5312215528647,0,2,0
Klein L.,1497.102949243568,1500.5140197412422,1500.5140197412422,1500.5140197412422,14,5,1
Noguchi R.,1500.3844076681223,1500.3844076681223,1500.3844076681223,1500.3844076681223,2,0,0
Stebe C.M.,1500.0129398495235,1500.0129398495235,1500.0129398495235,1500.0129398495235,2,0,0
Kwon S.W.,1521.5721723212548,1456.4914915899164,1499.7287134765793,1499.7287134765793,53,11,3
Boogaard T.,1499.5491545925065,1499.5491545925065,1499.5491545925065,1499.5491545925065,1,0,2
Goffin D.,1481.7428551752591,1518.621022355444,1479.3166933917737,1498.489764849186,83,37,13
Tirante T. A.,1498.2199193270546,1498.2199193270546,1498.2199193270546,1498.2199193270546,0,0,2
Leshem E.,1498.0999817076763,1498.0999817076763,1498.0999817076763,1498.0999817076763,2,0,0
Mochizuki S.,1425.481442807853,1497.9415926798242,1497.9415926798242,1497.9415926798242,22,1,9
Hong S.,1497.4814037945462,1497.4814037945462,1497.4814037945462,1497.4814037945462,5,0,0
Jubb P.,1497.4479624591881,1497.4479624591881,1497.4479624591881,1497.4479624591881,0,0,7
Brouwer G.,1496.6089939000835,1496.6089939000835,1496.6089939000835,1496.6089939000835,9,9,8
Alves M.,1496.5379641616732,1496.5379641616732,1496.5379641616732,1496.5379641616732,0,1,0
Bhambri Y.,1496.4780747903872,1496.4780747903872,1496.4780747903872,1496.4780747903872,2,0,0
Garin C.,1476.266524512837,1496.1544708734148,1508.8995609428862,1496.414119533825,40,69,10
Pucinelli de Almeida M.,1496.4082995357874,1496.4082995357874,1496.4082995357874,1496.4082995357874,0,2,0
Misolic F.,1448.0106522375622,1555.3390554346347,1496.3265760149582,1496.3265760149582,10,24,1
Samrej K.,1496.2439503432931,1496.2439503432931,1496.2439503432931,1496.2439503432931,1,0,0
Lajal M.,1495.7730330826535,1495.7730330826535,1495.7730330826535,1495.7730330826535,3,0,3
Alvarez Valdes L.C.,1495.6647181363483,1495.6647181363483,1495.6647181363483,1495.6647181363483,2,0,0
Blanch Dar.,1495.6589320070896,1495.6589320070896,1495.6589320070896,1495.6589320070896,5,0,0
Coppejans K.,1495.3678399753014,1495.3678399753014,1495.3678399753014,1495.3678399753014,2,0,1
Mpetshi Perricard G.,1495.3575317856582,1495.3575317856582,1495.3575317856582,1495.3575317856582,1,0,0
Monday J.,1495.2884000447411,1495.2884000447411,1495.2884000447411,1495.2884000447411,0,0,1
Denolly C.,1494.8015889200744,1494.8015889200744,1494.8015889200744,1494.8015889200744,0,2,0
Pinnington Jones J.,1494.2659918643847,1494.2659918643847,1494.2659918643847,1494.2659918643847,3,1,7
Samuel T.,1494.0589705752218,1494.0589705752218,1494.0589705752218,1494.0589705752218,0,1,5
Svrcina D.,1508.3353399742668,1493.2714793346165,1493.2714793346165,1493.2714793346165,16,2,1
Kolar Z.,1493.0137652465198,1493.0137652465198,1493.0137652465198,1493.0137652465198,0,2,1
Hernandez A.,1492.6648117120446,1492.6648117120446,1492.6648117120446,1492.6648117120446,5,0,0
Onclin G.,1492.291415477697,1492.291415477697,1492.291415477697,1492.291415477697,1,0,2
Bernet H.,1492.0987927659266,1492.0987927659266,1492.0987927659266,1492.0987927659266,1,0,0
Faurel T.,1491.862696186786,1491.862696186786,1491.862696186786,1491.862696186786,0,1,0
Rodriguez Taverna S.,1491.7168863854756,1491.7168863854756,1491.7168863854756,1491.7168863854756,0,1,0
Berrettini J.,1491.599722065414,1491.599722065414,1491.599722065414,1491.599722065414,1,0,0
Catarina L.,1491.4595337990916,1491.4595337990916,1491.4595337990916,1491.4595337990916,0,1,0
Moriya H.,1491.4144500147604,1491.4144500147604,1491.4144500147604,1491.4144500147604,3,0,0
Ymer M.,1494.0389700345995,1474.2807613306923,1507.3793093621246,1491.293301879095,56,16,10
Watt J.,1491.048960194861,1491.048960194861,1491.048960194861,1491.048960194861,1,0,0
Gimeno Valero C.,1490.6244273783484,1490.6244273783484,1490.6244273783484,1490.6244273783484,0,1,0
Alvarez Varona N.,1490.5308123822183,1490.5308123822183,1490.5308123822183,1490.5308123822183,2,1,0
Wong C.,1508.972771627432,1490.5086282889706,1490.5086282889706,1490.5086282889706,22,3,1
Bertola R.,1490.3069003472572,1490.3069003472572,1490.3069003472572,1490.3069003472572,1,0,0
Tomic B.,1490.3039570812566,1490.3039570812566,1490.3039570812566,1490.3039570812566,1,0,2
Mansouri S.,1490.2902424881904,1490.2902424881904,1490.2902424881904,1490.2902424881904,1,0,0
Baadi T.,1490.0314185485292,1490.0314185485292,1490.0314185485292,1490.0314185485292,0,3,0
Sugita Y.,1489.9995391119944,1489.9995391119944,1489.9995391119944,1489.9995391119944,1,0,2
Ramos A.,1489.9510726045119,1489.9510726045119,1489.9510726045119,1489.9510726045119,0,2,0
Kuznetsov An.,1489.9405984365433,1489.9405984365433,1489.9405984365433,1489.9405984365433,0,1,0
Omarkhanov A.,1489.8750876777049,1489.8750876777049,1489.8750876777049,1489.8750876777049,1,0,0
Gomez F.A.,1489.8061323760853,1489.8061323760853,1489.8061323760853,1489.8061323760853,1,3,0
Sell K.,1489.582179038835,1489.582179038835,1489.582179038835,1489.582179038835,0,1,0
Comesana F.,1479.9250583008372,1499.3851036827834,1489.5311280594133,1489.5311280594133,27,38,5
Sakellaridis S.,1489.35790508758,1489.35790508758,1489.35790508758,1489.35790508758,1,2,0
Peniston R.,1489.0883439178465,1489.0883439178465,1486.4249924230694,1489.0883439178465,1,0,12
Wessels L.,1488.9673225271513,1488.9673225271513,1488.9673225271513,1488.9673225271513,0,0,1
Reis Da Silva J.,1488.8231239599625,1488.8231239599625,1488.8231239599625,1488.8231239599625,0,1,0
Dedura-Palomero D.,1488.7468254740586,1488.7468254740586,1488.7468254740586,1488.7468254740586,0,1,0
Schwaerzler J.J.,1488.6597397605976,1488.6597397605976,1488.6597397605976,1488.6597397605976,0,1,0
Huesler M.,1488.5654827796616,1488.5654827796616,1488.5654827796616,1488.5654827796616,0,1,0
Hardt N.,1488.5384606991013,1488.5384606991013,1488.5384606991013,1488.5384606991013,0,3,0
Sekulic P.,1488.5238092997215,1488.5238092997215,1488.5238092997215,1488.5238092997215,3,0,0
Koepfer D.,1523.3849223443358,1470.4841118229158,1488.4337061825393,1488.4337061825393,50,14,7
Janvier M.,1488.3413002154634,1488.3413002154634,1488.3413002154634,1488.3413002154634,0,0,1
Sanchez Izquierdo N.,1487.8841522083242,1487.8841522083242,1487.8841522083242,1487.8841522083242,0,1,0
Cadenasso G.,1487.7174648842038,1487.7174648842038,1487.7174648842038,1487.7174648842038,0,1,0
Haase R.,1487.7043498796982,1487.7043498796982,1487.7043498796982,1487.7043498796982,2,0,1
Mo Y.,1487.693125876031,1487.693125876031,1487.693125876031,1487.693125876031,1,0,0
Martin D.,1487.6658221416303,1487.6658221416303,1487.6658221416303,1487.6658221416303,1,0,0
Rodesch C.,1487.4582639089874,1487.4582639089874,1487.4582639089874,1487.4582639089874,0,0,1
Diaz Acosta F.,1473.359842409881,1514.8573399918012,1487.4533219505788,1487.4533219505788,15,32,1
Neff A.,1487.4448017818772,1487.4448017818772,1487.4448017818772,1487.4448017818772,1,0,0
Ivanov I.,1487.0342938756028,1487.0342938756028,1487.0342938756028,1487.0342938756028,1,0,0
Turcanu R.D.,1486.7473011673803,1486.7473011673803,1486.7473011673803,1486.7473011673803,0,1,0
Fabbiano T.,1486.472403198208,1486.472403198208,1486.472403198208,1486.472403198208,1,0,0
Roca Batalla O.,1486.4587803621534,1486.4587803621534,1486.4587803621534,1486.4587803621534,0,1,0
Geerts M.,1486.3843928083857,1486.3843928083857,1486.3843928083857,1486.3843928083857,1,0,0
Furness E.,1486.2308342101667,1486.2308342101667,1486.2308342101667,1486.2308342101667,1,0,0
Bryde T.,1486.107912303255,1486.107912303255,1486.107912303255,1486.107912303255,1,0,0
Prado Angelo J.C.,1485.918350985809,1485.918350985809,1485.918350985809,1485.918350985809,0,1,0
Soto M.,1485.6967369107385,1485.6967369107385,1485.6967369107385,1485.6967369107385,0,1,0
Miguel L.,1485.6170246569184,1485.6170246569184,1485.6170246569184,1485.6170246569184,0,1,0
Barranco Cosano J.,1485.5438969049062,1485.5438969049062,1485.5438969049062,1485.5438969049062,0,1,0
King D.,1485.5379711306832,1485.5379711306832,1485.5379711306832,1485.5379711306832,1,0,0
Blumberg W.,1485.3963477910056,1485.3963477910056,1485.3963477910056,1485.3963477910056,0,0,1
Fanselow S.,1485.3940610751654,1485.3940610751654,1485.3940610751654,1485.3940610751654,0,1,0
Suresh D.,1485.3513556632531,1485.3513556632531,1485.3513556632531,1485.3513556632531,1,0,0
Kumar O.,1485.293629562266,1485.293629562266,1485.293629562266,1485.293629562266,5,0,0
Jung J.,1485.2274631983003,1485.2274631983003,1485.2274631983003,1485.2274631983003,4,0,3
Rybakov A.,1485.1005115694763,1485.1005115694763,1485.1005115694763,1485.1005115694763,1,0,0
Papamalamis T.,1485.0395007330064,1485.0395007330064,1485.0395007330064,1485.0395007330064,1,0,0
Friberg K.,1485.0263447420907,1485.0263447420907,1485.0263447420907,1485.0263447420907,1,0,0
Becroft I.,1485.0071530834505,1485.0071530834505,1485.0071530834505,1485.0071530834505,1,0,0
Saville L.,1484.9251129114093,1484.9251129114093,1484.9251129114093,1484.9251129114093,1,0,0
Marcora R.,1484.7858014329395,1484.7858014329395,1484.7858014329395,1484.7858014329395,1,0,0
Rejchtman Vinciguerra W.,1484.774757257181,1484.774757257181,1484.774757257181,1484.774757257181,0,1,0
Milojevic N.,1484.7245885904208,1484.7245885904208,1484.7245885904208,1484.7245885904208,1,2,0
Rocha H.,1484.4036547300432,1484.4036547300432,1484.4036547300432,1484.4036547300432,0,8,0
Bellucci T.,1484.1357459530204,1484.1357459530204,1484.1357459530204,1484.1357459530204,0,1,0
Nam J.S.,1484.1354472187065,1484.1354472187065,1484.1354472187065,1484.1354472187065,1,0,0
Li Zh.,1484.1001101439929,1484.1001101439929,1484.1001101439929,1484.1001101439929,1,0,0
Marcondes I.,1484.0622620083952,1484.0622620083952,1484.0622620083952,1484.0622620083952,0,1,0
Te R.,1484.058516757096,1484.058516757096,1484.058516757096,1484.058516757096,1,0,0
Rubin N.,1484.0430079164241,1484.0430079164241,1484.0430079164241,1484.0430079164241,1,0,0
Bourgue M.,1484.0189972526919,1484.0189972526919,1484.0189972526919,1484.0189972526919,1,0,0
Horansky F.,1484.0,1484.0,1484.0,1484.0,0,1,0
Ehrat S.,1484.0,1484.0,1484.0,1484.0,0,1,0
Dutra Da Silva D.,1484.0,1484.0,1484.0,1484.0,0,1,0
Lorenzi P.,1484.0,1484.0,1484.0,1484.0,0,0,1
Stewart H.,1484.0,1484.0,1484.0,1484.0,0,0,1
Dostanic S.,1483.9962023130215,1483.9962023130215,1483.9962023130215,1483.9962023130215,3,0,0
Ghibaudo A.,1483.9550541446476,1483.9550541446476,1483.9550541446476,1483.9550541446476,0,0,1
Villanueva G.,1483.9438303181037,1483.9438303181037,1483.9438303181037,1483.9438303181037,1,0,0
Istomin D.,1483.9293646176232,1483.9293646176232,1483.9293646176232,1483.9293646176232,3,0,0
Pervolarakis M.,1483.9098008431104,1483.9098008431104,1483.9098008431104,1483.9098008431104,1,0,0
Copil M.,1483.870382565912,1483.870382565912,1483.870382565912,1483.870382565912,1,0,0
Lock B.,1483.8616620166429,1483.8616620166429,1483.8616620166429,1483.8616620166429,1,0,0
Added D.,1483.8612168135262,1483.8612168135262,1483.8612168135262,1483.8612168135262,1,0,0
Kasnikowski M.,1483.8383332590845,1483.8383332590845,1483.8383332590845,1483.8383332590845,1,0,0
Brancaccio R.,1483.8019007462149,1483.8019007462149,1483.8019007462149,1483.8019007462149,0,1,0
Forbes M.,1483.784753423563,1483.784753423563,1483.784753423563,1483.784753423563,1,0,0
Riedi L.,1483.7010666032545,1483.7010666032545,1483.7010666032545,1483.7010666032545,8,4,1
Riffice S.,1483.666602183915,1483.666602183915,1483.666602183915,1483.666602183915,1,0,0
Gentzsch T.,1483.6480378157366,1483.6480378157366,1483.6480378157366,1483.6480378157366,0,0,1
Lopez San Martin A.,1483.6467700836254,1483.6467700836254,1483.6467700836254,1483.6467700836254,0,1,0
Kwiatkowski T.S.,1483.6209376025715,1483.6209376025715,1483.6209376025715,1483.6209376025715,1,0,0
Vavassori A.,1483.5782094623437,1499.7151174997389,1483.5782094623437,1483.5782094623437,8,13,2
Cui J.,1483.52369702627,1483.52369702627,1483.52369702627,1483.52369702627,1,0,0
Klizan M.,1483.473927666539,1483.473927666539,1483.473927666539,1483.473927666539,0,1,0
Squire H.,1483.4239838823294,1483.4239838823294,1483.4239838823294,1483.4239838823294,0,2,2
Bennani R.,1483.3739924923827,1483.3739924923827,1483.3739924923827,1483.3739924923827,0,1,0
Tiurnev E.,1483.3363200218594,1483.3363200218594,1483.3363200218594,1483.3363200218594,1,0,0
Crawford O.,1483.3303329698936,1483.3303329698936,1483.3303329698936,1483.3303329698936,0,0,1
Burruchaga R.A.,1483.316461676983,1490.570999498596,1483.316461676983,1483.316461676983,0,24,2
Barrientos N.,1483.2968487165706,1483.2968487165706,1483.2968487165706,1483.2968487165706,1,0,0
Lopez Villasenor G.,1483.263693206478,1483.263693206478,1483.263693206478,1483.263693206478,1,0,0
Sarkissian A.,1483.263693206478,1483.263693206478,1483.263693206478,1483.263693206478,1,0,0
Gulbis E.,1483.263693206478,1483.263693206478,1483.263693206478,1483.263693206478,0,1,0
Shimizu Y.,1483.1743921924879,1483.1743921924879,1483.1743921924879,1483.1743921924879,1,0,0
Herbert P.H.,1498.1757236187082,1483.1716172656422,1483.1716172656422,1483.1716172656422,14,2,1
Schoenhaus M.,1483.162761294198,1483.162761294198,1483.162761294198,1483.162761294198,0,1,1
Diez S.,1483.143137766154,1483.143137766154,1483.143137766154,1483.143137766154,0,1,0
Zahraj P.,1482.7748766977727,1482.7748766977727,1482.7748766977727,1482.7748766977727,0,1,0
Casanova H.,1482.7365970236476,1482.7365970236476,1482.7365970236476,1482.7365970236476,0,1,0
Meligeni Rodrigues F,1482.6495333609469,1482.6495333609469,1482.6495333609469,1482.6495333609469,0,1,0
Kicker N.,1482.6238560811582,1482.6238560811582,1482.6238560811582,1482.6238560811582,0,1,0
Dodig M.,1482.5924735989324,1482.5924735989324,1482.5924735989324,1482.5924735989324,0,3,0
Moundir A.,1482.5077727615537,1482.5077727615537,1482.5077727615537,1482.5077727615537,0,1,0
Escoffier A.,1482.4279820962556,1482.4279820962556,1482.4279820962556,1482.4279820962556,1,0,0
Etcheverry T. M.,1482.4246049623612,1482.4246049623612,1482.4246049623612,1482.4246049623612,1,0,0
Kadhe A.,1482.3152704739186,1482.3152704739186,1482.3152704739186,1482.3152704739186,1,0,0
Schwaerzler J.,1482.2495491557654,1482.2495491557654,1482.2495491557654,1482.2495491557654,1,1,0
Walton A.,1461.386472789022,1486.1511258190544,1482.1276035742042,1482.1276035742042,46,10,9
Mikrut L.,1482.0639693922176,1482.0639693922176,1482.0639693922176,1482.0639693922176,0,1,0
Vallejo A.D.,1481.910916517833,1481.910916517833,1481.910916517833,1481.910916517833,0,7,2
Boitan G.A.,1481.8374860046963,1481.8374860046963,1481.8374860046963,1481.8374860046963,0,1,0
Basic M.,1481.74535509848,1481.74535509848,1481.74535509848,1481.74535509848,1,2,0
Giustino L.,1481.6469329920812,1481.6469329920812,1481.6469329920812,1481.6469329920812,0,1,0
Mcdonald M.,1515.8949479196542,1388.5693351074265,1508.7866875346815,1481.6245244896422,108,15,24
Andreev A.,1481.6151339313164,1481.6151339313164,1481.6151339313164,1481.6151339313164,1,0,0
Mu T.,1481.5969462439273,1481.5969462439273,1481.5969462439273,1481.5969462439273,1,0,0
Nikles J.,1481.5232508884158,1481.5232508884158,1481.5232508884158,1481.5232508884158,0,3,0
Magadan A.,1481.4570062144605,1481.4570062144605,1481.4570062144605,1481.4570062144605,1,0,0
Yevseyev D.,1481.2471602329765,1481.2471602329765,1481.2471602329765,1481.2471602329765,2,2,0
Uchida K.,1481.1175465498582,1481.1175465498582,1481.1175465498582,1481.1175465498582,4,0,0
Bonadio R.,1480.9741030649295,1480.9741030649295,1480.9741030649295,1480.9741030649295,0,3,0
Kachmazov A.,1474.9508846278768,1480.9542635420519,1480.9542635420519,1480.9542635420519,10,0,0
Basing M.,1480.8989132384654,1480.8989132384654,1480.8989132384654,1480.8989132384654,0,0,1
Fratangelo B.,1480.6056757321676,1480.6056757321676,1480.6056757321676,1480.6056757321676,3,1,0
Guillen Meza A.,1480.5077546402524,1480.5077546402524,1480.5077546402524,1480.5077546402524,0,1,0
McCabe J.,1480.3891054351786,1480.3891054351786,1480.3891054351786,1480.3891054351786,1,0,3
Djuric B.,1480.068792115721,1480.068792115721,1480.068792115721,1480.068792115721,1,0,0
Robredo T.,1479.9940861144385,1479.9940861144385,1479.9940861144385,1479.9940861144385,0,1,0
Jianu F.C.,1479.9062679089666,1479.9062679089666,1479.9062679089666,1479.9062679089666,0,3,0
Blanch D.,1479.888253157886,1479.888253157886,1479.888253157886,1479.888253157886,1,1,0
Midon L.,1479.8742633956003,1479.8742633956003,1479.8742633956003,1479.8742633956003,0,1,0
Tabur C.,1479.8531772315287,1479.8531772315287,1479.8531772315287,1479.8531772315287,3,3,0
Jacquet K.,1479.8036735479538,1479.8036735479538,1479.8036735479538,1479.8036735479538,5,2,2
Uchiyama Y.,1479.4370223720252,1479.4370223720252,1479.4370223720252,1479.4370223720252,8,0,1
Vesely J.,1480.8718734387562,1479.233304560824,1479.233304560824,1479.233304560824,19,8,6
Pavlovic L.,1478.719306084623,1478.719306084623,1478.719306084623,1478.719306084623,1,1,0
Valkusz M.,1478.7066076701892,1478.7066076701892,1478.7066076701892,1478.7066076701892,3,0,0
Sock J.,1482.4225767046805,1478.2914411768395,1478.2914411768395,1478.2914411768395,21,2,8
Jasika O.,1478.1985190990033,1478.1985190990033,1478.1985190990033,1478.1985190990033,2,0,0
Del Potro J.M.,1478.1163954861659,1478.1163954861659,1478.1163954861659,1478.1163954861659,0,1,0
Londero J.I.,1478.115990658204,1481.868360083181,1478.115990658204,1478.115990658204,0,10,0
Andreozzi G.,1477.7916875572091,1477.7916875572091,1477.7916875572091,1477.7916875572091,1,3,0
Mena F.,1477.6220287015863,1477.6220287015863,1477.6220287015863,1477.6220287015863,1,0,0
Virtanen O.,1452.2686372150058,1477.6182687755177,1477.6182687755177,1477.6182687755177,11,8,6
Trotter J.K.,1477.4042731473091,1477.4042731473091,1477.4042731473091,1477.4042731473091,2,0,0
Moro Canas A.,1477.2299216338126,1477.2299216338126,1477.2299216338126,1477.2299216338126,1,2,1
Guinard M.,1476.9242438874703,1476.9242438874703,1476.9242438874703,1476.9242438874703,7,5,0
Wawrinka S.,1539.835206171613,1405.8484884340296,1476.022401246299,1476.022401246299,66,44,9
Ofner S.,1424.6636701983255,1505.2506780608219,1497.2312667304366,1475.2371584138798,35,47,16
Ilkel C.,1475.1610319042024,1475.1610319042024,1475.1610319042024,1475.1610319042024,7,0,0
Gill F.,1475.0253186937175,1475.0253186937175,1475.0253186937175,1475.0253186937175,0,0,2
Molleker R.,1474.6583000990584,1474.6583000990584,1474.6583000990584,1474.6583000990584,0,4,0
Bautista Agut R.,1458.2986363041102,1461.9479089785148,1543.6731634637072,1474.2062715043608,113,50,32
Budkov Kjaer N.,1473.9332666497637,1473.9332666497637,1473.9332666497637,1473.9332666497637,4,4,0
Gakhov I.,1473.8536354407333,1473.8536354407333,1473.8536354407333,1473.8536354407333,0,5,0
Martineau M.,1473.701500137223,1473.701500137223,1473.701500137223,1473.701500137223,1,0,1
Kuzmanov D.,1473.4865569627536,1473.4865569627536,1473.4865569627536,1473.4865569627536,4,1,0
Sweeny D.,1473.0527554106384,1473.0527554106384,1473.0527554106384,1473.0527554106384,7,0,1
Cassone M.,1472.387650194213,1472.387650194213,1472.387650194213,1472.387650194213,1,0,1
Gomez F.,1472.0672634313316,1472.0672634313316,1472.0672634313316,1472.0672634313316,3,1,0
Jarry N.,1495.1726756148516,1455.771621437682,1537.6013136088584,1471.9683977225036,52,63,14
Broady L.,1494.876941610318,1471.7070681651119,1455.4461593245678,1471.7070681651119,14,1,15
Karlovic I.,1471.5019695049386,1471.5019695049386,1471.5019695049386,1471.5019695049386,2,0,2
Sachko V.,1471.3678478809657,1471.3678478809657,1471.3678478809657,1471.3678478809657,6,4,0
O Connell C.,1493.0436213686007,1427.200727400946,1455.8063569589287,1471.216952952654,95,30,12
Hoang A.,1471.1351166576521,1471.1351166576521,1471.1351166576521,1471.1351166576521,2,0,0
Durasovic V.,1470.668049373574,1470.668049373574,1470.668049373574,1470.668049373574,2,0,0
Moller E.,1470.4948167362597,1480.991082565926,1470.4948167362597,1470.4948167362597,1,10,1
Oliel Y.,1470.3665865808875,1470.3665865808875,1470.3665865808875,1470.3665865808875,2,0,0
Broom C.,1470.1227094956191,1470.1227094956191,1470.1227094956191,1470.1227094956191,0,0,2
Millman J.,1495.3171341307839,1469.850484915484,1469.850484915484,1469.850484915484,42,6,3
Wu T.L.,1469.7267818149603,1469.7267818149603,1469.7267818149603,1469.7267818149603,5,0,0
Lazarov A.,1469.6359292323875,1469.6359292323875,1469.6359292323875,1469.6359292323875,4,0,0
Djere L.,1461.2693672711337,1582.8283390482363,1426.3429764954421,1469.5357059480687,70,84,17
Gaio F.,1469.4964980532886,1469.4964980532886,1469.4964980532886,1469.4964980532886,2,0,0
Madaras D.,1469.2229416922553,1469.2229416922553,1469.2229416922553,1469.2229416922553,1,1,0
Piros Z.,1469.1038653091712,1469.1038653091712,1469.1038653091712,1469.1038653091712,2,2,0
Klahn B.,1468.9972279243505,1468.9972279243505,1468.9972279243505,1468.9972279243505,2,0,0
Gunneswaran P.,1468.9772301305982,1468.9772301305982,1468.9772301305982,1468.9772301305982,2,0,0
Kirchheimer S.,1468.7674808815245,1468.7674808815245,1468.7674808815245,1468.7674808815245,2,0,0
Neumayer L.,1468.7538374940116,1468.7538374940116,1468.7538374940116,1468.7538374940116,0,4,0
Ebden M.,1468.736306793522,1468.736306793522,1468.736306793522,1468.736306793522,1,0,1
Wendelken H.,1468.5191239071542,1468.5191239071542,1468.5191239071542,1468.5191239071542,0,0,2
Zuk K.,1468.0338330211207,1468.0338330211207,1468.0338330211207,1468.0338330211207,1,1,0
Popko D.,1467.9422537846167,1467.9422537846167,1467.9422537846167,1467.9422537846167,2,0,0
Chidekh C.,1467.8895282114709,1467.8895282114709,1467.8895282114709,1467.8895282114709,2,0,0
Lalami Laaroussi Y.,1467.7769741582688,1467.7769741582688,1467.7769741582688,1467.7769741582688,0,2,0
Galarneau A.,1467.740111488434,1467.740111488434,1467.740111488434,1467.740111488434,5,0,1
Lama G.,1467.339769292616,1467.339769292616,1467.339769292616,1467.339769292616,1,1,0
Kuhn N.,1467.295562715739,1467.295562715739,1467.295562715739,1467.295562715739,0,2,1
Mukund S.,1467.1748450571013,1467.1748450571013,1467.1748450571013,1467.1748450571013,1,0,1
Echargui M.,1466.7671584570724,1466.7671584570724,1466.7671584570724,1466.7671584570724,3,0,0
Chappell N.,1466.5844449422914,1466.5844449422914,1466.5844449422914,1466.5844449422914,2,0,0
Svajda T.,1466.4561736252651,1466.4561736252651,1466.4561736252651,1466.4561736252651,2,0,0
Barrena A.,1466.4040182293877,1466.4040182293877,1466.4040182293877,1466.4040182293877,0,2,0
Boyer T.,1513.5430159157106,1466.2176492498538,1466.2176492498538,1466.2176492498538,11,3,1
Sun F.,1466.1357522216074,1466.1357522216074,1466.1357522216074,1466.1357522216074,2,0,0
Ajdukovic D.,1465.8033815802648,1480.941366319251,1465.8033815802648,1465.8033815802648,1,11,0
Collarini A.,1465.691992240957,1465.691992240957,1465.691992240957,1465.691992240957,0,2,0
Blanchet U.,1474.2298910707616,1465.5373902462352,1465.5373902462352,1465.5373902462352,10,3,0
Taberner C.,1465.518318065556,1499.3712783644405,1465.518318065556,1465.518318065556,9,27,1
Bailly G.,1465.4192385386718,1465.4192385386718,1465.4192385386718,1465.4192385386718,2,0,0
Kozlov S.,1488.2427475989293,1465.2479451978754,1465.2479451978754,1465.2479451978754,10,0,2
Chung Y.,1465.2449732941925,1465.2449732941925,1465.2449732941925,1465.2449732941925,1,0,1
Moroni G.M.,1464.841687584861,1464.841687584861,1464.841687584861,1464.841687584861,1,1,0
Hemery C.,1464.0130060858405,1464.0130060858405,1464.0130060858405,1464.0130060858405,1,1,0
Harris L.,1466.8627696227768,1429.8548104921995,1497.6394974386187,1463.9389113163809,47,10,10
Lokoli L.,1463.7880438542174,1463.7880438542174,1463.7880438542174,1463.7880438542174,2,0,1
Sakamoto R.,1463.6198621800909,1463.6198621800909,1463.6198621800909,1463.6198621800909,6,0,0
Rosol L.,1463.4206997285771,1463.4206997285771,1463.4206997285771,1463.4206997285771,1,0,1
Van Assche L.,1442.8668897967236,1494.3542590912407,1463.3324763163223,1463.3324763163223,28,25,4
