ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Michelsen A.,Shevchenko A.,42,88,1115,689,6,2,6,4,6,2,,"	",,,3,0,Completed,1.53,2.5,,,1.57,2.53,1.54,2.43,1.65,2.52
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Carreno Busta P.,Lehecka J.,89,12,685,2665,6,3,7,6,6,3,"	",,,,3,0,Completed,4.5,1.2,,,5.5,1.22,4.58,1.2,6.2,1.18
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,De Minaur A.,Samuel T.,7,159,3855,378,6,4,6,4,6,2,"	",,,,3,0,Completed,1.07,9,,,1.09,9.5,1.07,8.02,1.08,12.5
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Rinderknech A.,Rodionov J.,25,158,1736,379,7,6,6,2,6,3,"	",,,,3,0,Completed,1.3,3.5,,,1.33,3.75,1.3,3.5,1.32,4
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Berrettini M.,Fucsovics M.,105,65,585,859,6,7,7,5,6,1,6,2,,"	",3,1,Completed,1.44,2.75,,,1.5,2.8,1.47,2.63,1.55,2.76
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Van Assche L.,Gaubas V.,100,133,599,464,6,4,6,2,2,6,7,5,"	",,3,1,Completed,1.73,2.1,,,1.73,2.1,1.73,2.1,1.33,2.78
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Jodar R.,Kovacevic A.,29,67,1461,837,6,1,6,0,6,4,,"	",,,3,0,Completed,1.08,8,,,1.12,8.5,1.09,7.28,1.11,9.2
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Tiafoe F.,Spizzirri E.,22,91,1905,660,6,3,6,7,6,4,6,3,,"	",3,1,Completed,1.07,9,,,1.08,9.5,1.07,8.08,1.11,9.8
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Nakashima B.,Bautista Agut R.,35,117,1295,542,6,2,7,5,6,2,,"	",,,3,0,Completed,1.3,3.5,,,1.32,3.75,1.29,3.47,1.33,4
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,De Jong J.,Wawrinka S.,106,113,580,553,6,3,3,6,6,3,6,4,,"	",3,1,Completed,1.62,2.3,,,1.62,2.4,1.58,2.34,1.62,2.58
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Kokkinakis T.,Atmane T.,855,52,29,938,6,7,6,2,4,6,6,3,7,5,3,2,Completed,4,1.25,,,4,1.29,3.73,1.26,4.4,1.28
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Navone M.,Brooksby J.,38,63,1215,865,6,4,6,4,6,4,"	",,,,3,0,Completed,1.14,5.5,,,1.16,6,1.14,5.46,1.13,8
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Ugo Carabelli C.,Nava E.,59,94,890,631,7,6,6,3,6,3,,"	",,,3,0,Completed,1.8,2,,,1.95,2,1.86,1.89,2,1.98
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Humbert U.,Mannarino A.,32,45,1370,1037,6,3,6,4,6,3,"	",,,,3,0,Completed,1.11,6.5,,,1.12,7,1.11,6.31,1.13,8
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Hurkacz H.,Munar J.,99,41,600,1145,6,3,6,3,2,6,6,3,,"	",3,1,Completed,1.67,2.2,,,1.73,2.25,1.67,2.17,1.75,2.32
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Paul T.,Hijikata R.,21,98,1945,612,4,6,6,3,7,5,6,4,,"	",3,1,Completed,1.05,11,,,1.05,14,1.04,11.09,1.06,15
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Rublev A.,Buse I.,13,31,2460,1412,6,3,6,7,6,3,7,5,,"	",3,1,Completed,1.44,2.75,,,1.45,2.85,1.44,2.73,1.49,3
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Ruud C.,Safiullin R.,16,141,2275,430,6,2,7,6,5,7,0,6,6,2,3,2,Completed,1.1,7,,,1.1,8,1.09,7.09,1.11,9.4
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Collignon R.,Vukic A.,62,96,866,626,6,3,6,3,7,6,"	",,,,3,0,Completed,1.08,8,,,1.08,9,1.07,8.34,1.1,10
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Cerundolo F.,Van De Zandschulp B.,26,55,1570,935,6,3,6,4,6,7,6,4,"	",,3,1,Completed,1.17,5,,,1.1,7,1.15,5.28,1.16,6.8
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Cobolli F.,Pellegrino A.,14,124,2340,507,6,4,7,6,6,3,"	",,,,3,0,Completed,1.33,3.4,,,1.37,3.55,1.31,3.37,1.34,3.9
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Wu Y.,Giron M.,92,84,655,705,7,5,6,2,6,4,"	",,,,3,0,Completed,2.1,1.73,,,2.13,1.8,2.05,1.74,2.22,1.8
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Shelton B.,Merida Aguilar D.,5,86,4070,696,6,3,6,3,6,4,,"	",,,3,0,Completed,1.29,3.75,,,1.29,4,1.25,3.85,1.27,4.6
28,Paris,French Open,25/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Gaston H.,Monfils G.,118,218,533,260,6,2,6,3,3,6,2,6,6,0,3,2,Completed,2.1,1.73,,,2.2,1.8,2.05,1.74,2.22,1.8
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Kouame M.,Cilic M.,318,46,165,1010,7,6,6,2,6,1,,"	",,,3,0,Completed,4,1.25,,,4,1.3,3.81,1.26,4.5,1.28
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Arnaldi M.,Griekspoor T.,104,33,586,1340,6,7,6,3,7,6,6,3,,"	",3,1,Completed,1.73,2.1,,,1.73,2.2,1.7,2.12,1.79,2.24
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Svajda Z.,Popyrin A.,85,61,696,870,3,6,6,3,7,6,7,5,,"	",3,1,Completed,8,1.08,,,8,1.11,6.77,1.1,8.4,1.13
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Tabilo A.,Majchrzak K.,36,78,1278,747,6,1,6,3,6,4,"	",,,,3,0,Completed,1.22,4.33,,,1.23,4.5,1.21,4.28,1.25,4.9
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Walton A.,Medvedev D.,97,8,614,3760,6,2,1,6,6,1,1,6,6,4,3,2,Completed,13,1.04,,,17,1.04,12.31,1.03,16.5,1.06
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Vacherot V.,Faurel T.,19,378,2103,131,6,3,6,4,3,6,7,6,,"	",3,1,Completed,1.13,6,,,1.15,6,1.14,5.52,1.16,6.6
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Diaz Acosta F.,Zhang Zh.,151,224,407,254,6,1,6,4,6,3,"	",,,,3,0,Completed,1.36,3.2,,,1.4,3.25,1.35,3.11,1.4,3.4
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Landaluce M.,Prado Angelo J.C.,69,176,827,338,6,3,4,6,6,2,6,7,6,4,3,2,Completed,1.3,3.5,,,1.35,3.5,1.33,3.27,1.38,3.55
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Tsitsipas S.,Muller A.,79,127,740,494,6,2,3,0,,"	",,,,,1,0,Retired,1.14,5.5,,,1.16,6,1.14,5.41,1.17,6.4
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Kopriva V.,Moutet C.,66,34,856,1323,6,3,5,7,6,4,3,6,6,3,3,2,Completed,2.3,1.62,,,2.35,1.67,2.25,1.63,2.34,1.73
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Vallejo D.,Norrie C.,71,24,786,1785,7,6,2,0,,"	",,,,,1,0,Retired,1.8,2,,,1.8,2.1,1.76,2.02,1.84,2.16
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Burruchaga R.,Baez S.,68,64,833,860,2,6,7,5,6,2,2,0,,"	",2,1,Retired,2.2,1.67,,,2.25,1.74,2.17,1.67,2.38,1.71
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Tien L.,Garin C.,18,114,2180,552,6,0,2,6,6,0,6,2,,"	",3,1,Completed,1.44,2.75,,,1.55,2.75,1.49,2.57,1.51,2.92
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Struff J.L.,Bublik A.,80,10,739,3320,7,5,6,7,6,4,7,5,,"	",3,1,Completed,4,1.25,,,4.1,1.28,3.89,1.25,4.6,1.27
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Faria J.,Shapovalov D.,115,39,548,1170,6,4,7,5,6,4,"	",,,,3,0,Completed,1.53,2.5,,,1.55,2.54,1.52,2.46,1.55,2.78
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Cerundolo J.M.,Fearnley J.,56,125,935,505,6,2,7,6,7,6,,"	",,,3,0,Completed,1.25,4,,,1.25,4.33,1.24,4.02,1.26,4.7
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Comesana F.,Quinn E.,102,50,598,974,6,4,7,6,7,6,,"	",,,3,0,Completed,1.62,2.3,,,1.67,2.31,1.63,2.24,1.66,2.46
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Darderi L.,Ofner S.,17,112,2260,558,7,6,6,2,6,3,,"	",,,3,0,Completed,1.29,3.75,,,1.36,3.75,1.3,3.51,1.32,4.1
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Auger-Aliassime F.,Altmaier D.,6,57,4050,930,4,6,6,4,4,6,6,1,7,6,3,2,Completed,1.3,3.5,,,1.36,3.6,1.3,3.41,1.38,3.6
28,Paris,French Open,26/05/2026,Grand Slam,Outdoor,Clay,1st Round,5,Sinner J.,Tabur C.,1,171,14750,348,6,1,6,3,6,4,"	",,,,3,0,Completed,1,67,,,1.01,67,1.01,40.64,1.01,110
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,De Minaur A.,Blockx A.,7,37,3855,1238,"	",,,,,,,,,,,,Walkover,1.5,2.63,,,1.57,2.63,1.54,2.44,1.56,2.72
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Tirante T.A.,Davidovich Fokina A.,60,23,887,1860,4,6,7,6,6,1,6,3,,"	",3,1,Completed,1.62,2.3,,,1.63,2.43,1.58,2.32,1.63,2.54
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Khachanov K.,Trungelliti M.,15,81,2320,731,7,6,5,7,6,1,7,6,"	",,3,1,Completed,1.25,4,,,1.26,4.5,1.23,3.99,1.27,4.6
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,De Jong J.,Cina F.,106,238,580,242,6,3,6,1,6,3,,"	",,,3,0,Completed,1.62,2.3,,,1.62,2.38,1.59,2.3,1.68,2.44
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Rublev A.,Ugo Carabelli C.,13,59,2460,890,6,1,1,6,6,3,7,6,,"	",3,1,Completed,1.25,4,,,1.29,4,1.26,3.73,1.31,4.1
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Mensik J.,Navone M.,27,38,1550,1215,6,3,2,6,6,4,1,6,7,6,3,2,Completed,1.8,2,,,1.83,2.04,1.78,1.99,1.87,2.12
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Carreno Busta P.,Kokkinakis T.,89,855,685,29,7,5,4,6,1,0,,"	",,,1,1,Retired,1.36,3.2,,,1.4,3.25,1.37,3.06,1.39,3.5
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Borges N.,Kecmanovic M.,51,48,970,980,3,6,6,2,6,1,6,2,"	",,3,1,Completed,2.3,1.62,,,2.45,1.62,2.35,1.57,2.58,1.63
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Royer V.,4,74,4460,773,6,3,6,2,6,7,6,3,,"	",3,1,Completed,1.1,7,,,1.12,7.5,1.1,6.61,1.13,8.2
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Jodar R.,Duckworth J.,29,82,1461,722,6,1,6,7,6,4,7,5,,"	",3,1,Completed,1.03,15,,,1.04,16,1.03,12.88,1.04,21
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Halys Q.,Humbert U.,90,32,678,1370,6,4,7,6,7,6,,"	",,,3,0,Completed,2.3,1.62,,,2.3,1.67,2.23,1.64,2.32,1.74
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Michelsen A.,Basavareddy N.,42,148,1115,409,7,6,6,3,3,6,6,3,,"	",3,1,Completed,1.5,2.63,,,1.53,2.63,1.51,2.53,1.55,2.78
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Fonseca J.,Prizmic D.,30,72,1435,785,3,6,4,6,6,3,6,1,6,2,3,2,Completed,1.91,1.91,,,1.95,2,1.87,1.9,1.93,2.04
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Paul T.,Sonego L.,21,70,1945,815,6,3,6,2,6,4,,"	",,,3,0,Completed,1.13,6,,,1.14,6,1.13,5.68,1.15,7.4
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Zverev A.,Machac T.,3,43,5705,1080,6,4,6,2,6,2,,"	",,,3,0,Completed,1.11,6.5,,,1.12,7.5,1.1,6.56,1.12,8.6
28,Paris,French Open,27/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Ruud C.,Medjedovic H.,16,58,2275,894,6,3,6,2,6,4,"	",,,,3,0,Completed,1.36,3.2,,,1.4,3.25,1.36,3.09,1.4,3.45
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Faria J.,Struff J.L.,115,80,548,739,7,5,7,6,6,2,,"	",,,3,0,Completed,1.57,2.38,,,1.62,2.38,1.58,2.32,1.67,2.48
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Tien L.,Diaz Acosta F.,18,151,2180,407,7,5,4,6,3,6,7,6,6,3,3,2,Completed,1.22,4.33,,,1.26,5.5,1.22,4.14,1.27,4.6
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Kouame M.,Vallejo D.,318,71,165,786,6,3,7,5,3,6,2,6,7,6,3,2,Completed,3.5,1.3,,,3.75,1.33,3.44,1.3,3.8,1.35
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Cobolli F.,Wu Y.,14,92,2340,655,6,4,6,4,6,4,"	",,,,3,0,Completed,1.22,4.33,,,1.22,4.5,1.21,4.27,1.22,5.3
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Svajda Z.,Walton A.,85,97,696,614,6,3,6,4,6,7,6,2,"	",,3,1,Completed,1.73,2.1,,,1.8,2.1,1.75,2.04,1.87,2.12
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Cerundolo J.M.,Sinner J.,56,1,935,14750,3,6,2,6,7,5,6,1,6,1,3,2,Completed,26,1.01,,,51,1.01,23.5,1.01,36,1.02
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Tiafoe F.,Hurkacz H.,22,99,1905,600,6,7,7,6,6,4,6,7,6,4,3,2,Completed,2.2,1.67,,,2.3,1.68,2.23,1.63,2.4,1.7
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Cerundolo F.,Gaston H.,26,118,1570,533,2,6,6,4,6,2,6,1,"	",,3,1,Completed,1.08,8,,,1.1,9,1.09,7.36,1.11,9.4
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Landaluce M.,Kopriva V.,69,66,827,856,1,6,2,6,6,4,7,5,6,0,3,2,Completed,2.1,1.73,,,2.25,1.73,2.2,1.64,2.38,1.7
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Tabilo A.,Vacherot V.,36,19,1278,2103,"	",,,,,,,,,,,,Walkover,1.5,2.63,,,1.53,2.75,1.48,2.59,1.57,2.72
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Auger-Aliassime F.,Burruchaga R.,6,68,4050,833,4,6,6,0,7,5,6,1,"	",,3,1,Completed,1.3,3.5,,,1.36,3.75,1.33,3.31,1.37,3.65
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Comesana F.,Darderi L.,102,17,598,2260,7,6,4,6,6,4,2,6,6,4,3,2,Completed,3.75,1.29,,,3.75,1.33,3.41,1.31,3.9,1.33
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Nakashima B.,Van Assche L.,35,100,1295,599,6,7,6,4,5,7,6,1,6,3,3,2,Completed,1.4,3,,,1.44,3.25,1.39,2.92,1.42,3.3
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Collignon R.,Shelton B.,62,5,866,4070,6,4,7,5,6,4,"	",,,,3,0,Completed,2.75,1.44,,,3,1.48,2.77,1.43,3.05,1.48
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Arnaldi M.,Tsitsipas S.,104,79,586,740,7,6,5,7,6,3,6,2,"	",,3,1,Completed,2.5,1.53,,,2.75,1.53,2.54,1.5,2.8,1.54
28,Paris,French Open,28/05/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Berrettini M.,Rinderknech A.,105,25,585,1736,6,4,6,4,6,4,,"	",,,3,0,Completed,2,1.8,,,2.16,1.81,2.04,1.75,2.16,1.84
28,Paris,French Open,29/05/2026,Grand Slam,Outdoor,Clay,3rd Round,5,Rublev A.,Borges N.,13,51,2460,970,7,5,7,6,7,6,,"	",,,3,0,Completed,1.33,3.4,,,1.4,3.5,1.33,3.29,1.4,3.4
28,Paris,French Open,29/05/2026,Grand Slam,Outdoor,Clay,3rd Round,5,Carreno Busta P.,Tirante T.A.,89,60,685,887,7,6,7,5,3,6,6,4,,"	",3,1,Completed,3,1.4,,,3.1,1.44,2.89,1.4,3.15,1.45
28,Paris,French Open,29/05/2026,Grand Slam,Outdoor,Clay,3rd Round,5,Jodar R.,Michelsen A.,29,42,1461,1115,7,6,6,7,4,6,6,3,6,3,3,2,Completed,1.14,5.5,,,1.19,6,1.16,5.11,1.21,5.6
28,Paris,French Open,29/05/2026,Grand Slam,Outdoor,Clay,3rd Round,5,Fonseca J.,Djokovic N.,30,4,1435,4460,4,6,4,6,6,3,7,5,7,5,3,2,Completed,2.75,1.44,,,2.88,1.5,2.71,1.45,2.86,1.53
28,Paris,French Open,29/05/2026,Grand Slam,Outdoor,Clay,3rd Round,5,De Jong J.,Khachanov K.,106,15,580,2320,7,5,5,7,6,2,6,7,6,2,3,2,Completed,3.4,1.33,,,3.5,1.34,3.3,1.32,3.65,1.37
28,Paris,French Open,29/05/2026,Grand Slam,Outdoor,Clay,3rd Round,5,Mensik J.,De Minaur A.,27,7,1550,3855,0,6,6,2,6,2,6,3,,"	",3,1,Completed,4.33,1.22,,,4.5,1.25,4.27,1.21,4.8,1.26
28,Paris,French Open,29/05/2026,Grand Slam,Outdoor,Clay,3rd Round,5,Ruud C.,Paul T.,16,21,2275,1945,4,6,6,7,6,4,7,6,7,5,3,2,Completed,1.3,3.5,,,1.33,3.75,1.3,3.43,1.33,3.9
28,Paris,French Open,29/05/2026,Grand Slam,Outdoor,Clay,3rd Round,5,Zverev A.,Halys Q.,3,90,5705,678,6,4,6,3,5,7,6,2,,"	",3,1,Completed,1.05,11,,,1.06,13,1.05,9.56,1.1,10.5
28,Paris,French Open,30/05/2026,Grand Slam,Outdoor,Clay,3rd Round,5,Svajda Z.,Cerundolo F.,85,26,696,1570,6,3,6,4,3,6,4,6,6,3,3,2,Completed,8,1.08,,,8.5,1.08,7.73,1.07,10.5,1.09
28,Paris,French Open,30/05/2026,Grand Slam,Outdoor,Clay,3rd Round,5,Cobolli F.,Tien L.,14,18,2340,2180,6,2,6,2,6,3,"	",,,,3,0,Completed,1.53,2.5,,,1.58,2.5,1.55,2.41,1.67,2.46
28,Paris,French Open,30/05/2026,Grand Slam,Outdoor,Clay,3rd Round,5,Berrettini M.,Comesana F.,105,102,585,598,7,6,5,7,6,7,6,4,7,6,3,2,Completed,1.44,2.75,,,1.45,2.9,1.43,2.76,1.48,3.05
28,Paris,French Open,30/05/2026,Grand Slam,Outdoor,Clay,3rd Round,5,Cerundolo J.M.,Landaluce M.,56,69,935,827,6,4,6,7,7,6,6,7,7,6,3,2,Completed,1.67,2.2,,,1.67,2.38,1.62,2.26,1.62,2.58
28,Paris,French Open,30/05/2026,Grand Slam,Outdoor,Clay,3rd Round,5,Tabilo A.,Kouame M.,36,318,1278,165,4,6,6,3,6,4,7,6,,"	",3,1,Completed,1.22,4.33,,,1.22,4.5,1.21,4.24,1.26,4.7
